i_TradePeriodNodeDemand,,,
-,,,
TP1,BOB1101,30.72,_
TP1,CPK0331,64.204,_
TP1,HAM0331,57.962,_
TP1,HIN0331,15.205,_
TP1,ISL0331,42.609,_
TP1,KAW0111,11.155,_
TP1,KAW0113,0,_
TP1,KIN0331,7.345,_
TP1,KPU0661,17.869,_
TP1,MPE1101,50.955,_
TP1,PEN0331,126.181,_
TP1,PRM0331,24.741,_
TP1,WGN0331,11.133,_
TP1,WHI0111,64.464,_
TP1,WHU0331,8.924,_
TP1,WKO0331,15.907,_
TP1,KAW0112_DLS0,0,_
TP1,KAW0113_DLS1,36.647,_
TP1,ABY0111,2.352,_
TP1,ALB0331,58.159,_
TP1,ALB1101,25.289,_
TP1,APS0111,0.145,_
TP1,ARG1101,0.031,_
TP1,ASB0331,14.928,_
TP1,ASB0661,23.785,_
TP1,ASY0111,10.266,_
TP1,ATU1101,0.112,_
TP1,BAL0331,10.152,_
TP1,BDE0111,7.306,_
TP1,BLN0331,35.621,_
TP1,BOB0331,4.319,_
TP1,BPD1101,1.116,_
TP1,BPE0331,42.047,_
TP1,BPE0551,0.472,_
TP1,BPT1101,0.11,_
TP1,BRB0331,46.858,_
TP1,BRK0331,12.608,_
TP1,BRY0661,90.482,_
TP1,BWK1101,0,_
TP1,CBG0111,15.462,_
TP1,CLH0111,0.216,_
TP1,CML0331,17.367,_
TP1,COL0111,0.142,_
TP1,COL0661,0,_
TP1,CPK0111,10.168,_
TP1,CST0331,20.176,_
TP1,CUL0331,3.764,_
TP1,CUL0661,0.01,_
TP1,CYD0331,-1.535,_
TP1,CYD2201,0,_
TP1,DOB0331,-0.458,_
TP1,DVK0111,6.015,_
TP1,EDG0331,34.258,_
TP1,EDN0331,3.745,_
TP1,FHL0331,24.605,_
TP1,FKN0331,39.79,_
TP1,GFD0331,25.772,_
TP1,GLN0331,79.327,_
TP1,GLN0332,40.385,_
TP1,GOR0331,15.677,_
TP1,GYM0661,6.242,_
TP1,GYT0331,5.791,_
TP1,HAM0111,14.087,_
TP1,HAM0551,0.144,_
TP1,HAY0111,6.892,_
TP1,HAY0331,5.988,_
TP1,HEN0331,50.217,_
TP1,HEP0331,65.677,_
TP1,HKK0661,-4.691,_
TP1,HLY0331,12.674,_
TP1,HOB1101,18.482,_
TP1,HOR0331,5.154,_
TP1,HOR0661,4.59,_
TP1,HTI0331,12.627,_
TP1,HUI0331,23.928,_
TP1,HWA0331,13.705,_
TP1,HWA0332,5.415,_
TP1,HWA1101,0,_
TP1,HWA1102,0,_
TP1,HWB0331,32.574,_
TP1,HWB0332,21.448,_
TP1,HWB1101,5.846,_
TP1,INV0331,43.222,_
TP1,ISL0661,268.164,_
TP1,KAI0111,17.702,_
TP1,KAW0112,25.585,_
TP1,KAW1101,0,_
TP1,KBY0661,1.009,_
TP1,KBY0662,1.004,_
TP1,KIK0111,0.815,_
TP1,KIN0111,41.647,_
TP1,KIN0112,-22.387,_
TP1,KIN0113,16.742,_
TP1,KMO0331,7.539,_
TP1,KOE1101,7.213,_
TP1,KPA1101,0,_
TP1,KUM0661,0.479,_
TP1,KWA0111,13.203,_
TP1,LFD1101,0.754,_
TP1,LFD1102,0.863,_
TP1,LTN0331,24.016,_
TP1,MAN2201,0.92,_
TP1,MAT1101,0.276,_
TP1,MCH0111,0.775,_
TP1,MER0331,0,_
TP1,MGM0331,3.629,_
TP1,MHO0331,14.791,_
TP1,MKE1101,0,_
TP1,MLG0111,10.102,_
TP1,MLG0331,14.238,_
TP1,MNG0331,56.821,_
TP1,MNG1101,6.043,_
TP1,MNI0111,5.902,_
TP1,MST0331,22.865,_
TP1,MTM0331,30.266,_
TP1,MTN0331,7.622,_
TP1,MTO0331,5.842,_
TP1,MTR0331,3.444,_
TP1,NAP2201,0,_
TP1,NAP2202,0,_
TP1,NMA0331,-24.452,_
TP1,NPK0331,2.323,_
TP1,NPL0331,5.475,_
TP1,NSY0331,23.068,_
TP1,OAM0331,18.284,_
TP1,OKN0111,3.113,_
TP1,ONG0331,-1.461,_
TP1,OPK0331,2.971,_
TP1,ORO1101,3.012,_
TP1,ORO1102,2.96,_
TP1,OTA0221,30.987,_
TP1,OTI0111,0.059,_
TP1,OWH0111,5.271,_
TP1,PAK0331,62.68,_
TP1,PAO1101,15.134,_
TP1,PEN0221,26.109,_
