i_TradePeriodNodeDemand,-,-
TP42,BPT1101,0.346
TP42,BRB0331,43.851
TP42,BRK0331,22.156
TP42,BRY0661,116.597
TP42,BWK1101,0
TP42,CBG0111,29.483
TP42,CLH0111,0.355
TP42,CML0331,27.451
TP42,COL0111,0.214
TP42,COL0661,0
TP42,CPK0111,17.452
TP42,CST0331,38.55
TP42,CUL0331,6.455
TP42,CUL0661,4.624
TP42,CYD0331,1.231
TP42,CYD2201,0
TP42,DOB0331,1.99
TP42,DVK0111,9.607
TP42,EDG0331,52.298
TP42,EDN0331,4.668
TP42,FHL0331,39.565
TP42,FKN0331,53.652
TP42,GFD0331,46.133
TP42,GLN0331,88.168
TP42,GLN0332,49.965
TP42,GOR0331,19.218
TP42,GYM0661,9.324
TP42,GYT0331,7.208
TP42,HAM0111,27.574
TP42,HAM0551,0.179
TP42,HAY0111,14.127
TP42,HAY0331,12.331
TP42,HEN0331,95.203
TP42,HEP0331,114.28
TP42,HKK0661,0.715
TP42,HLY0331,23.238
TP42,HOB1101,26.551
TP42,HOR0331,6.34
TP42,HOR0661,3.5
TP42,HTI0331,26.728
TP42,HUI0331,21.873
TP42,HWA0331,20.793
TP42,HWA0332,5.655
TP42,HWA1101,0
TP42,HWA1102,0
TP42,HWB0331,54.014
TP42,HWB0332,33.385
TP42,HWB1101,7.027
TP42,INV0331,61.65
TP42,ISL0661,325.847
TP42,KAI0111,25.869
TP42,KAW0112,38.932
TP42,KAW1101,0
TP42,KBY0661,1.071
TP42,KBY0662,1.229
TP42,KIK0111,1.552
TP42,KIN0111,41.554
TP42,KIN0112,-23.015
TP42,KIN0113,16.868
TP42,KMO0331,14.231
TP42,KOE1101,29.38
TP42,KPA1101,0
TP42,KUM0661,-2.497
TP42,KWA0111,21.57
TP42,LFD1101,0.94
TP42,LFD1102,0.83
TP42,LTN0331,39.595
TP42,MAN2201,0.897
TP42,MAT1101,0.192
TP42,MCH0111,1.326
TP42,MER0331,0
TP42,MGM0331,6.105
TP42,MHO0331,31.403
TP42,MKE1101,0.181
TP42,MLG0111,18.078
TP42,MLG0331,26.131
TP42,MNG0331,85.099
TP42,MNG1101,7.321
TP42,MNI0111,5.917
TP42,MST0331,32.33
TP42,MTM0331,50.414
TP42,MTN0331,12.471
TP42,MTO0331,11.334
TP42,MTR0331,5.186
TP42,NAP2201,0
TP42,NAP2202,0
TP42,NMA0331,7.643
TP42,NPK0331,5.037
TP42,NPL0331,8.861
TP42,NSY0331,23.442
TP42,OAM0331,22.514
TP42,OKN0111,7.06
TP42,ONG0331,3.273
TP42,OPK0331,4.54
TP42,ORO1101,3.505
TP42,ORO1102,3.451
TP42,OTA0221,48.206
TP42,OTI0111,0.071
TP42,OWH0111,9.863
TP42,PAK0331,114.962
TP42,PAO1101,23.422
TP42,PEN0221,41.695
TP42,PEN0251,1.869
TP42,PEN1101,101.718
TP42,PNI0331,14.562
TP42,PPI2201,0
TP42,RDF0331,46.843
TP42,RFN1101,1.209
TP42,RFN1102,1.141
TP42,ROS0221,93.035
TP42,ROS1101,49.273
TP42,ROT0111,20.264
TP42,ROT0331,31.476
TP42,ROT1101,0
TP42,SBK0331,21.35
TP42,SBK0661,11.567
TP42,SDN0331,51.048
TP42,SFD0331,15.8
TP42,SFD2201,0
TP42,STK0331,100.33
TP42,STK0661,19.96
TP42,STU0111,5.912
TP42,SVL0331,62.36
TP42,SWN0251,1.948
TP42,SWN2201,0.08
TP42,TAK0331,93.44
TP42,TGA0111,21.316
TP42,TGA0331,61.468
TP42,THI2201,0
TP42,TIM0111,52.17
TP42,TKA0331,3.48
TP42,TKH0111,0.951
TP42,TKR0331,72.924
TP42,TKU0331,7.613
TP42,TMI0331,25.037
TP42,TMK0331,15.016
TP42,TMN0551,0.058
TP42,TMU0111,29.102
TP42,TNG0111,21.914
TP42,TNG0551,4.489
TP42,TRK0111,5.755
TP42,TUI1101,41.858
TP42,TWC2201,0.718
TP42,TWH0331,54.182
TP42,TWI2201,574.691
TP42,TWZ0331,5.69
TP42,UHT0331,24.106
TP42,WAI0111,7.362
TP42,WDV0111,1.901
TP42,WDV1101,0.435
TP42,WEL0331,25.868
TP42,WHI2201,0.166
TP42,WIL0331,-11.503
TP42,WIR0331,68.731
TP42,WKM2201,5.784
TP42,WPR0331,5.762
TP42,WPR0661,2.031
TP42,WPT0111,0
TP42,WPW0331,14.628
TP42,WRD0331,58.311
TP42,WRK0331,35.857
TP42,WTK0111,0
TP42,WTK0331,0
TP42,WTU0331,65.559
TP42,WVY0111,2.869
TP42,WWD1102,-59.501
TP42,WWD1103,-53.798
TP43,BOB1101,54.433
TP43,CPK0331,114.226
TP43,HAM0331,98.949
TP43,HIN0331,22.97
TP43,ISL0331,50.874
TP43,KAW0111,16.012
TP43,KAW0113,0
TP43,KIN0331,11.579
TP43,KPU0661,31.026
TP43,MPE1101,76.719
TP43,PEN0331,197.871
TP43,PRM0331,49.371
TP43,WGN0331,17.862
TP43,WHI0111,46.916
TP43,WHU0331,13.239
TP43,WKO0331,25.328
TP43,KAW0112_DLS0,0
TP43,KAW0113_DLS1,35.234
TP43,ABY0111,2.836
TP43,ALB0331,98.567
TP43,ALB1101,52.735
TP43,APS0111,0.2
TP43,ARG1101,0.034
TP43,ASB0331,18.124
TP43,ASB0661,24.651
TP43,ASY0111,11.946
TP43,ATU1101,0.117
TP43,BAL0331,15.636
TP43,BDE0111,6.65
TP43,BLN0331,50.49
TP43,BOB0331,8.266
TP43,BPD1101,1.466
TP43,BPE0331,68.991
TP43,BPE0551,0.063
TP43,BPT1101,0.345
TP43,BRB0331,48.644
TP43,BRK0331,20.871
TP43,BRY0661,111.164
TP43,BWK1101,0
TP43,CBG0111,31.304
TP43,CLH0111,0.356
TP43,CML0331,25.623
TP43,COL0111,0.207
TP43,COL0661,0
TP43,CPK0111,16.668
TP43,CST0331,36.481
TP43,CUL0331,6.125
TP43,CUL0661,4.344
TP43,CYD0331,0.512
TP43,CYD2201,0
TP43,DOB0331,1.784
TP43,DVK0111,9.264
TP43,EDG0331,50.255
TP43,EDN0331,4.415
TP43,FHL0331,37.913
TP43,FKN0331,50.682
TP43,GFD0331,43.64
TP43,GLN0331,91.384
TP43,GLN0332,49.745
TP43,GOR0331,18.339
TP43,GYM0661,8.718
TP43,GYT0331,6.763
TP43,HAM0111,26.098
TP43,HAM0551,0.717
TP43,HAY0111,13.681
TP43,HAY0331,11.693
TP43,HEN0331,90.321
TP43,HEP0331,108.789
TP43,HKK0661,0.082
TP43,HLY0331,20.708
TP43,HOB1101,25.419
TP43,HOR0331,5.972
TP43,HOR0661,3.434
TP43,HTI0331,24.951
TP43,HUI0331,20.991
TP43,HWA0331,20.059
TP43,HWA0332,5.65
TP43,HWA1101,0
TP43,HWA1102,0
TP43,HWB0331,48.203
TP43,HWB0332,31.616
TP43,HWB1101,6.759
TP43,INV0331,58.803
TP43,ISL0661,314.181
TP43,KAI0111,25.874
TP43,KAW0112,39.053
TP43,KAW1101,0
TP43,KBY0661,1.014
TP43,KBY0662,1.171
TP43,KIK0111,1.475
TP43,KIN0111,41.751
TP43,KIN0112,-23.352
TP43,KIN0113,16.673
TP43,KMO0331,13.022
TP43,KOE1101,26.109
TP43,KPA1101,0
TP43,KUM0661,-2.336
TP43,KWA0111,20.485
TP43,LFD1101,0.979
TP43,LFD1102,0.866
TP43,LTN0331,38.304
TP43,MAN2201,0.846
TP43,MAT1101,0.174
TP43,MCH0111,1.272
TP43,MER0331,0
TP43,MGM0331,5.774
TP43,MHO0331,27.913
TP43,MKE1101,0.181
TP43,MLG0111,17.242
TP43,MLG0331,24.917
TP43,MNG0331,81.356
TP43,MNG1101,7.715
TP43,MNI0111,5.922
TP43,MST0331,30.157
TP43,MTM0331,47.394
TP43,MTN0331,11.93
TP43,MTO0331,10.418
TP43,MTR0331,4.898
TP43,NAP2201,0
TP43,NAP2202,0
TP43,NMA0331,11.093
TP43,NPK0331,4.868
TP43,NPL0331,8.471
TP43,NSY0331,23.352
TP43,OAM0331,21.227
TP43,OKN0111,7.497
TP43,ONG0331,2.335
TP43,OPK0331,4.423
TP43,ORO1101,3.26
TP43,ORO1102,3.204
TP43,OTA0221,46.31
TP43,OTI0111,0.068
TP43,OWH0111,9.375
TP43,PAK0331,109.504
TP43,PAO1101,22.769
TP43,PEN0221,39.232
TP43,PEN0251,1.776
TP43,PEN1101,97.238
TP43,PNI0331,13.772
TP43,PPI2201,0
TP43,RDF0331,43.772
TP43,RFN1101,1.114
TP43,RFN1102,1.041
TP43,ROS0221,89.126
TP43,ROS1101,46.495
TP43,ROT0111,18.798
TP43,ROT0331,30.043
TP43,ROT1101,0
TP43,SBK0331,20.062
TP43,SBK0661,10.847
TP43,SDN0331,48.908
TP43,SFD0331,15.167
TP43,SFD2201,0
TP43,STK0331,97.323
TP43,STK0661,18.69
TP43,STU0111,5.705
TP43,SVL0331,58.232
TP43,SWN0251,1.579
TP43,SWN2201,0.1
TP43,TAK0331,87.585
TP43,TGA0111,20.003
TP43,TGA0331,57.778
TP43,THI2201,0
TP43,TIM0111,50.017
TP43,TKA0331,3.405
TP43,TKH0111,0.866
TP43,TKR0331,69.29
TP43,TKU0331,6.811
TP43,TMI0331,23.729
TP43,TMK0331,14.36
TP43,TMN0551,0.059
TP43,TMU0111,30.865
TP43,TNG0111,21.656
TP43,TNG0551,1.857
TP43,TRK0111,5.477
TP43,TUI1101,39.521
TP43,TWC2201,0.123
TP43,TWH0331,63.635
TP43,TWI2201,574.676
TP43,TWZ0331,5.349
TP43,UHT0331,23.001
TP43,WAI0111,7.094
TP43,WDV0111,1.822
TP43,WDV1101,0.411
TP43,WEL0331,24.103
TP43,WHI2201,0.166
TP43,WIL0331,-15.381
TP43,WIR0331,65.336
TP43,WKM2201,5.284
TP43,WPR0331,5.519
TP43,WPR0661,1.766
TP43,WPT0111,0
TP43,WPW0331,14.028
TP43,WRD0331,55.479
TP43,WRK0331,34.007
TP43,WTK0111,0
TP43,WTK0331,0
TP43,WTU0331,62.719
TP43,WVY0111,2.667
TP43,WWD1102,-60.467
TP43,WWD1103,-57.639
TP44,BOB1101,60.736
TP44,CPK0331,107.683
TP44,HAM0331,92.203
TP44,HIN0331,21.439
TP44,ISL0331,49.25
TP44,KAW0111,15
TP44,KAW0113,35.005
TP44,KIN0331,10.903
TP44,KPU0661,28.514
TP44,MPE1101,73.284
TP44,PEN0331,185.288
TP44,PRM0331,44.664
TP44,WGN0331,16.682
TP44,WHI0111,57.424
TP44,WHU0331,12.51
TP44,WKO0331,23.659
TP44,KAW0112_DLS0,0
TP44,KAW0113_DLS1,0
TP44,ABY0111,2.642
TP44,ALB0331,92.072
TP44,ALB1101,48.7
TP44,APS0111,0.188
TP44,ARG1101,0.034
TP44,ASB0331,17.236
TP44,ASB0661,23.259
TP44,ASY0111,11.46
TP44,ATU1101,0.12
TP44,BAL0331,13.618
TP44,BDE0111,6.321
TP44,BLN0331,46.894
TP44,BOB0331,9.491
TP44,BPD1101,1.429
TP44,BPE0331,64.223
TP44,BPE0551,0.063
TP44,BPT1101,0.295
TP44,BRB0331,47.854
TP44,BRK0331,19.339
TP44,BRY0661,105.993
TP44,BWK1101,0
TP44,CBG0111,27.717
TP44,CLH0111,0.339
TP44,CML0331,23.469
TP44,COL0111,0.192
TP44,COL0661,0
TP44,CPK0111,15.748
TP44,CST0331,33.604
TP44,CUL0331,5.603
TP44,CUL0661,4.067
TP44,CYD0331,-0.341
TP44,CYD2201,0
TP44,DOB0331,1.695
TP44,DVK0111,8.582
TP44,EDG0331,48.178
TP44,EDN0331,4.254
TP44,FHL0331,35.547
TP44,FKN0331,47.521
TP44,GFD0331,40.934
TP44,GLN0331,94.302
TP44,GLN0332,49.458
TP44,GOR0331,17.245
TP44,GYM0661,8.037
TP44,GYT0331,5.647
TP44,HAM0111,24.28
TP44,HAM0551,1.214
TP44,HAY0111,12.571
TP44,HAY0331,10.898
TP44,HEN0331,83.768
TP44,HEP0331,102.201
TP44,HKK0661,-0.369
TP44,HLY0331,18.889
TP44,HOB1101,24.205
TP44,HOR0331,5.628
TP44,HOR0661,3.67
TP44,HTI0331,23.002
TP44,HUI0331,20.132
TP44,HWA0331,19.067
TP44,HWA0332,5.654
TP44,HWA1101,0
TP44,HWA1102,0
TP44,HWB0331,35.165
TP44,HWB0332,29.761
TP44,HWB1101,6.505
TP44,INV0331,55.367
TP44,ISL0661,299.443
TP44,KAI0111,23.714
TP44,KAW0112,38.942
TP44,KAW1101,0
TP44,KBY0661,0.94
TP44,KBY0662,1.096
TP44,KIK0111,1.397
TP44,KIN0111,41.644
TP44,KIN0112,-23.567
TP44,KIN0113,15.85
TP44,KMO0331,11.859
TP44,KOE1101,22.467
TP44,KPA1101,0
TP44,KUM0661,-2.378
TP44,KWA0111,19.122
TP44,LFD1101,0.988
TP44,LFD1102,0.87
TP44,LTN0331,36.15
TP44,MAN2201,0.862
TP44,MAT1101,0.174
TP44,MCH0111,1.19
TP44,MER0331,0
TP44,MGM0331,5.465
TP44,MHO0331,25.741
TP44,MKE1101,0.181
TP44,MLG0111,15.967
TP44,MLG0331,23.189
TP44,MNG0331,77.948
TP44,MNG1101,7.818
TP44,MNI0111,6.088
TP44,MST0331,28.531
TP44,MTM0331,43.051
TP44,MTN0331,11.262
TP44,MTO0331,9.521
TP44,MTR0331,4.704
TP44,NAP2201,0
TP44,NAP2202,0
TP44,NMA0331,16.41
TP44,NPK0331,4.839
TP44,NPL0331,7.832
TP44,NSY0331,23.256
TP44,OAM0331,19.879
TP44,OKN0111,7.139
TP44,ONG0331,1.712
TP44,OPK0331,4.203
TP44,ORO1101,3.096
TP44,ORO1102,3.04
TP44,OTA0221,43.665
TP44,OTI0111,0.46
TP44,OWH0111,8.613
TP44,PAK0331,102.319
TP44,PAO1101,21.485
TP44,PEN0221,37.15
TP44,PEN0251,1.911
TP44,PEN1101,92.171
TP44,PNI0331,12.599
TP44,PPI2201,0
TP44,RDF0331,40.246
TP44,RFN1101,1.11
TP44,RFN1102,1.03
TP44,ROS0221,83.519
TP44,ROS1101,43.254
TP44,ROT0111,17.5
TP44,ROT0331,27.011
TP44,ROT1101,0
TP44,SBK0331,18.424
TP44,SBK0661,10.134
TP44,SDN0331,45.727
TP44,SFD0331,14.199
TP44,SFD2201,0
TP44,STK0331,91.465
TP44,STK0661,17.39
TP44,STU0111,5.385
TP44,SVL0331,52.972
TP44,SWN0251,1.826
TP44,SWN2201,0.1
TP44,TAK0331,79.993
TP44,TGA0111,18.447
TP44,TGA0331,53.51
TP44,THI2201,0
TP44,TIM0111,47.276
TP44,TKA0331,3.394
TP44,TKH0111,0.778
TP44,TKR0331,64.544
TP44,TKU0331,6.193
TP44,TMI0331,22.796
TP44,TMK0331,13.725
TP44,TMN0551,0.058
TP44,TMU0111,29.184
TP44,TNG0111,21.705
TP44,TNG0551,1.227
TP44,TRK0111,5.048
TP44,TUI1101,37.201
TP44,TWC2201,-0.503
TP44,TWH0331,57.784
TP44,TWI2201,575.436
TP44,TWZ0331,5.185
TP44,UHT0331,21.28
TP44,WAI0111,6.587
TP44,WDV0111,1.721
TP44,WDV1101,0.418
TP44,WEL0331,22.35
TP44,WHI2201,0.168
TP44,WIL0331,-16.613
TP44,WIR0331,63.226
TP44,WKM2201,4.87
TP44,WPR0331,5.109
TP44,WPR0661,1.631
TP44,WPT0111,0
TP44,WPW0331,13.067
TP44,WRD0331,51.518
TP44,WRK0331,31.567
TP44,WTK0111,0
TP44,WTK0331,0
TP44,WTU0331,59.171
TP44,WVY0111,2.646
TP44,WWD1102,-59.976
TP44,WWD1103,-56.93
TP45,BOB1101,51.433
TP45,CPK0331,99.021
TP45,HAM0331,84.024
TP45,HIN0331,19.588
TP45,ISL0331,47.385
TP45,KAW0111,15.297
TP45,KAW0113,36.13
TP45,KIN0331,10.111
TP45,KPU0661,26.315
TP45,MPE1101,66.925
TP45,PEN0331,173.435
TP45,PRM0331,40.055
TP45,WGN0331,15.428
TP45,WHI0111,61.521
TP45,WHU0331,11.847
TP45,WKO0331,21.848
TP45,KAW0112_DLS0,0
TP45,KAW0113_DLS1,0
TP45,ABY0111,2.469
TP45,ALB0331,84
TP45,ALB1101,44.03
TP45,APS0111,0.168
TP45,ARG1101,0.034
TP45,ASB0331,16.073
TP45,ASB0661,21.608
TP45,ASY0111,11.202
TP45,ATU1101,0.119
TP45,BAL0331,12.806
TP45,BDE0111,6.063
TP45,BLN0331,43.062
TP45,BOB0331,7.758
TP45,BPD1101,1.379
TP45,BPE0331,59.299
TP45,BPE0551,0.217
TP45,BPT1101,0.238
TP45,BRB0331,46.851
TP45,BRK0331,17.836
TP45,BRY0661,103.488
TP45,BWK1101,0
TP45,CBG0111,24.027
TP45,CLH0111,0.335
TP45,CML0331,20.669
TP45,COL0111,0.184
TP45,COL0661,0
TP45,CPK0111,14.426
TP45,CST0331,30.085
TP45,CUL0331,5.173
TP45,CUL0661,3.726
TP45,CYD0331,-1.453
TP45,CYD2201,0
TP45,DOB0331,1.507
TP45,DVK0111,7.959
TP45,EDG0331,45.963
TP45,EDN0331,4.092
TP45,FHL0331,33.189
TP45,FKN0331,42.676
TP45,GFD0331,37.966
TP45,GLN0331,93.902
TP45,GLN0332,47.513
TP45,GOR0331,15.713
TP45,GYM0661,7.377
TP45,GYT0331,4.567
TP45,HAM0111,22.264
TP45,HAM0551,1.098
TP45,HAY0111,11.403
TP45,HAY0331,9.923
TP45,HEN0331,76.632
TP45,HEP0331,94.23
TP45,HKK0661,-1.072
TP45,HLY0331,17.403
TP45,HOB1101,23.015
TP45,HOR0331,5.151
TP45,HOR0661,3.277
TP45,HTI0331,21.689
TP45,HUI0331,18.454
TP45,HWA0331,18.244
TP45,HWA0332,5.645
TP45,HWA1101,0
TP45,HWA1102,0
TP45,HWB0331,27.554
TP45,HWB0332,27.51
TP45,HWB1101,6.097
TP45,INV0331,51.675
TP45,ISL0661,292.727
TP45,KAI0111,21.233
TP45,KAW0112,39.888
TP45,KAW1101,0
TP45,KBY0661,0.887
TP45,KBY0662,1.042
TP45,KIK0111,1.287
TP45,KIN0111,41.697
TP45,KIN0112,-22.408
TP45,KIN0113,16.555
TP45,KMO0331,10.422
TP45,KOE1101,19.217
TP45,KPA1101,0
TP45,KUM0661,-2.394
TP45,KWA0111,17.935
TP45,LFD1101,1.003
TP45,LFD1102,0.889
TP45,LTN0331,33.503
TP45,MAN2201,0.845
TP45,MAT1101,0.174
TP45,MCH0111,1.103
TP45,MER0331,0
TP45,MGM0331,4.997
TP45,MHO0331,23.092
TP45,MKE1101,0.178
TP45,MLG0111,14.649
TP45,MLG0331,21.371
TP45,MNG0331,73.942
TP45,MNG1101,7.997
TP45,MNI0111,6.21
TP45,MST0331,26.46
TP45,MTM0331,39.099
TP45,MTN0331,10.579
TP45,MTO0331,8.63
TP45,MTR0331,4.372
TP45,NAP2201,0
TP45,NAP2202,0
TP45,NMA0331,13.734
TP45,NPK0331,4.893
TP45,NPL0331,7.191
TP45,NSY0331,23.048
TP45,OAM0331,18.37
TP45,OKN0111,6.884
TP45,ONG0331,1.268
TP45,OPK0331,3.965
TP45,ORO1101,2.823
TP45,ORO1102,2.765
TP45,OTA0221,40.959
TP45,OTI0111,0.345
TP45,OWH0111,7.749
TP45,PAK0331,94.181
TP45,PAO1101,20.353
TP45,PEN0221,35.359
TP45,PEN0251,1.873
TP45,PEN1101,86.56
TP45,PNI0331,11.136
TP45,PPI2201,0
TP45,RDF0331,36.55
TP45,RFN1101,1.013
TP45,RFN1102,0.922
TP45,ROS0221,76.132
TP45,ROS1101,38.833
TP45,ROT0111,15.998
TP45,ROT0331,26.051
TP45,ROT1101,0
TP45,SBK0331,16.817
TP45,SBK0661,9.267
TP45,SDN0331,42.089
TP45,SFD0331,13.309
TP45,SFD2201,0
TP45,STK0331,85.007
TP45,STK0661,16.291
TP45,STU0111,5.314
TP45,SVL0331,47.237
TP45,SWN0251,2.101
TP45,SWN2201,0.08
TP45,TAK0331,72.045
TP45,TGA0111,16.704
TP45,TGA0331,48.634
TP45,THI2201,0
TP45,TIM0111,44.019
TP45,TKA0331,3.368
TP45,TKH0111,0.724
TP45,TKR0331,58.753
TP45,TKU0331,5.694
TP45,TMI0331,21.454
TP45,TMK0331,12.818
TP45,TMN0551,-0.132
TP45,TMU0111,25.436
TP45,TNG0111,25.876
TP45,TNG0551,2.544
TP45,TRK0111,4.455
TP45,TUI1101,33.702
TP45,TWC2201,-2.749
TP45,TWH0331,51.219
TP45,TWI2201,575.592
TP45,TWZ0331,5.022
TP45,UHT0331,19.217
TP45,WAI0111,6.037
TP45,WDV0111,1.579
TP45,WDV1101,0.315
TP45,WEL0331,20.124
TP45,WHI2201,0.17
TP45,WIL0331,-16.776
TP45,WIR0331,59.771
TP45,WKM2201,4.562
TP45,WPR0331,4.629
TP45,WPR0661,1.431
TP45,WPT0111,0
TP45,WPW0331,12.067
TP45,WRD0331,46.737
TP45,WRK0331,29.512
TP45,WTK0111,0
TP45,WTK0331,0
TP45,WTU0331,56.017
TP45,WVY0111,2.594
TP45,WWD1102,-62.923
TP45,WWD1103,-57.907
TP46,BOB1101,44.181
TP46,CPK0331,89.682
TP46,HAM0331,76.382
TP46,HIN0331,18.076
TP46,ISL0331,45.279
TP46,KAW0111,15.069
TP46,KAW0113,43.072
TP46,KIN0331,9.365
TP46,KPU0661,23.677
TP46,MPE1101,61.347
TP46,PEN0331,159.034
TP46,PRM0331,34.679
TP46,WGN0331,14.149
TP46,WHI0111,61.502
TP46,WHU0331,11.16
TP46,WKO0331,20.269
TP46,KAW0112_DLS0,0
TP46,KAW0113_DLS1,0
TP46,ABY0111,2.523
TP46,ALB0331,75.665
TP46,ALB1101,39.073
TP46,APS0111,0.161
TP46,ARG1101,0.034
TP46,ASB0331,14.902
TP46,ASB0661,19.75
TP46,ASY0111,10.928
TP46,ATU1101,0.113
TP46,BAL0331,12.005
TP46,BDE0111,6.073
TP46,BLN0331,39.193
TP46,BOB0331,6.685
TP46,BPD1101,1.427
TP46,BPE0331,53.666
TP46,BPE0551,0.833
TP46,BPT1101,0.238
TP46,BRB0331,46.65
TP46,BRK0331,16.274
TP46,BRY0661,97.811
TP46,BWK1101,0
TP46,CBG0111,21.102
TP46,CLH0111,0.3
TP46,CML0331,18.192
TP46,COL0111,0.177
TP46,COL0661,0
TP46,CPK0111,12.659
TP46,CST0331,26.809
TP46,CUL0331,4.683
TP46,CUL0661,3.412
TP46,CYD0331,-1.954
TP46,CYD2201,0
TP46,DOB0331,1.201
TP46,DVK0111,7.388
TP46,EDG0331,42.118
TP46,EDN0331,3.969
TP46,FHL0331,30.912
TP46,FKN0331,38.738
TP46,GFD0331,34.901
TP46,GLN0331,95.7
TP46,GLN0332,45.078
TP46,GOR0331,14.653
TP46,GYM0661,6.626
TP46,GYT0331,3.375
TP46,HAM0111,20.198
TP46,HAM0551,2.952
TP46,HAY0111,10.228
TP46,HAY0331,8.814
TP46,HEN0331,68.578
TP46,HEP0331,85.455
TP46,HKK0661,-1.861
TP46,HLY0331,15.821
TP46,HOB1101,21.863
TP46,HOR0331,4.903
TP46,HOR0661,3.248
TP46,HTI0331,20.184
TP46,HUI0331,22.032
TP46,HWA0331,17.458
TP46,HWA0332,5.646
TP46,HWA1101,0
TP46,HWA1102,0
TP46,HWB0331,21.195
TP46,HWB0332,24.968
TP46,HWB1101,5.655
TP46,INV0331,46.951
TP46,ISL0661,281.483
TP46,KAI0111,19.223
TP46,KAW0112,40.63
TP46,KAW1101,0
TP46,KBY0661,0.92
TP46,KBY0662,1.076
TP46,KIK0111,1.204
TP46,KIN0111,41.287
TP46,KIN0112,-22.666
TP46,KIN0113,16.401
TP46,KMO0331,9.048
TP46,KOE1101,15.918
TP46,KPA1101,0
TP46,KUM0661,-2.46
TP46,KWA0111,16.421
TP46,LFD1101,0.929
TP46,LFD1102,0.807
TP46,LTN0331,29.783
TP46,MAN2201,0.852
TP46,MAT1101,0.175
TP46,MCH0111,1.03
TP46,MER0331,0
TP46,MGM0331,4.512
TP46,MHO0331,20.537
TP46,MKE1101,0.182
TP46,MLG0111,13.214
TP46,MLG0331,19.155
TP46,MNG0331,69.629
TP46,MNG1101,7.986
TP46,MNI0111,6.218
TP46,MST0331,24.057
TP46,MTM0331,35.304
TP46,MTN0331,9.94
TP46,MTO0331,7.753
TP46,MTR0331,4.032
TP46,NAP2201,0
TP46,NAP2202,0
TP46,NMA0331,6.437
TP46,NPK0331,4.771
TP46,NPL0331,6.582
TP46,NSY0331,22.927
TP46,OAM0331,17.434
TP46,OKN0111,6.515
TP46,ONG0331,1.872
TP46,OPK0331,3.953
TP46,ORO1101,2.641
TP46,ORO1102,2.582
TP46,OTA0221,37.805
TP46,OTI0111,0.328
TP46,OWH0111,6.918
TP46,PAK0331,85.225
TP46,PAO1101,19.272
TP46,PEN0221,32.654
TP46,PEN0251,0.967
TP46,PEN1101,81.235
TP46,PNI0331,9.908
TP46,PPI2201,0
TP46,RDF0331,33.222
TP46,RFN1101,1.059
TP46,RFN1102,0.953
TP46,ROS0221,68.454
TP46,ROS1101,34.521
TP46,ROT0111,14.476
TP46,ROT0331,24.65
TP46,ROT1101,0
TP46,SBK0331,14.962
TP46,SBK0661,8.478
TP46,SDN0331,38.638
TP46,SFD0331,12.574
TP46,SFD2201,0
TP46,STK0331,77.564
TP46,STK0661,14.932
TP46,STU0111,5.633
TP46,SVL0331,41.509
TP46,SWN0251,1.827
TP46,SWN2201,0.1
TP46,TAK0331,63.916
TP46,TGA0111,14.916
TP46,TGA0331,43.627
TP46,THI2201,0
TP46,TIM0111,44.463
TP46,TKA0331,3.155
TP46,TKH0111,0.639
TP46,TKR0331,52.567
TP46,TKU0331,5.293
TP46,TMI0331,20.225
TP46,TMK0331,13.074
TP46,TMN0551,-0.115
TP46,TMU0111,22.434
TP46,TNG0111,27.738
TP46,TNG0551,0.067
TP46,TRK0111,3.92
TP46,TUI1101,30.576
TP46,TWC2201,-7.953
TP46,TWH0331,44.646
TP46,TWI2201,575.665
TP46,TWZ0331,4.767
TP46,UHT0331,17.194
TP46,WAI0111,5.575
TP46,WDV0111,1.436
TP46,WDV1101,-0.906
TP46,WEL0331,18.147
TP46,WHI2201,0.168
TP46,WIL0331,-22.161
TP46,WIR0331,56.281
TP46,WKM2201,4.228
TP46,WPR0331,4.087
TP46,WPR0661,1.23
TP46,WPT0111,0
TP46,WPW0331,11.282
TP46,WRD0331,41.705
TP46,WRK0331,27.324
TP46,WTK0111,0
TP46,WTK0331,0
TP46,WTU0331,52.397
TP46,WVY0111,2.468
TP46,WWD1102,-62.632
TP46,WWD1103,-62.06
TP47,BOB1101,38.528
TP47,CPK0331,81.109
TP47,HAM0331,69.482
TP47,HIN0331,17.363
TP47,ISL0331,44.847
TP47,KAW0111,15.016
TP47,KAW0113,65.648
TP47,KIN0331,9.843
TP47,KPU0661,21.689
TP47,MPE1101,59.025
TP47,PEN0331,145.521
TP47,PRM0331,34.821
TP47,WGN0331,13.444
TP47,WHI0111,60.903
TP47,WHU0331,10.256
TP47,WKO0331,18.812
TP47,KAW0112_DLS0,0
TP47,KAW0113_DLS1,0
TP47,ABY0111,2.87
TP47,ALB0331,68.076
TP47,ALB1101,34.941
TP47,APS0111,0.156
TP47,ARG1101,0.037
TP47,ASB0331,13.783
TP47,ASB0661,18.253
TP47,ASY0111,11.092
TP47,ATU1101,0.11
TP47,BAL0331,13.287
TP47,BDE0111,5.927
TP47,BLN0331,40.156
TP47,BOB0331,5.99
TP47,BPD1101,1.424
TP47,BPE0331,49.847
TP47,BPE0551,0.738
TP47,BPT1101,0.236
TP47,BRB0331,46.422
TP47,BRK0331,15.256
TP47,BRY0661,93.312
TP47,BWK1101,0
