i_TradePeriodNodeDemand,,,
-,,,
TP1,BOB1101,26.797, 
TP1,CPK0331,59.53, 
TP1,HAM0331,50.719, 
TP1,HIN0331,13.487, 
TP1,ISL0331,34.543, 
TP1,KAW0111,12.549, 
TP1,KAW0113,0, 
TP1,KIN0331,6.723, 
TP1,KPU0661,16.432, 
TP1,MPE1101,47.853, 
TP1,PEN0331,116.742, 
TP1,PRM0331,23.231, 
TP1,WGN0331,11.687, 
TP1,WHI0111,68.455, 
TP1,WHU0331,7.83, 
TP1,WKO0331,14.906, 
TP1,KAW0112_DLS0,0, 
TP1,KAW0113_DLS1,66.105, 
TP1,ABY0111,2.049, 
TP1,ALB0331,50.873, 
TP1,ALB1101,23.808, 
TP1,APS0111,0.13, 
TP1,ARG1101,0.03, 
TP1,ASB0331,13.136, 
TP1,ASB0661,18.3, 
TP1,ASY0111,9.979, 
TP1,ATU1101,0.108, 
TP1,BAL0331,13.471, 
TP1,BDE0111,3.319, 
TP1,BLN0331,30.158, 
TP1,BOB0331,4.163, 
TP1,BPD1101,1.114, 
TP1,BPE0331,19.961, 
TP1,BPE0551,0.035, 
TP1,BPT1101,0.115, 
TP1,BRB0331,45.406, 
TP1,BRK0331,11.446, 
TP1,BRY0661,75.765, 
TP1,BWK1101,0, 
TP1,CBG0111,13.752, 
TP1,CLH0111,0.196, 
TP1,CML0331,10.563, 
TP1,COL0111,0.127, 
TP1,COL0661,0, 
TP1,CPK0111,7.748, 
TP1,CST0331,11.923, 
TP1,CUL0331,3.381, 
TP1,CUL0661,2.385, 
TP1,CYD0331,-2.589, 
TP1,CYD2201,0, 
TP1,DOB0331,-0.822, 
TP1,DVK0111,4.801, 
TP1,EDG0331,36.236, 
TP1,EDN0331,3.794, 
TP1,FHL0331,21.686, 
TP1,FKN0331,26.535, 
TP1,GFD0331,24.438, 
TP1,GLN0331,90.425, 
TP1,GLN0332,38.002, 
TP1,GOR0331,13.737, 
TP1,GYM0661,5.602, 
TP1,GYT0331,1.492, 
TP1,HAM0111,13.487, 
TP1,HAM0551,0.053, 
TP1,HAY0111,6.15, 
TP1,HAY0331,5.552, 
TP1,HEN0331,45.72, 
TP1,HEP0331,54.246, 
TP1,HKK0661,-3.574, 
TP1,HLY0331,10.569, 
TP1,HOB1101,18.985, 
TP1,HOR0331,4.501, 
TP1,HOR0661,2.699, 
TP1,HTI0331,7.919, 
TP1,HUI0331,15.694, 
TP1,HWA0331,13.219, 
TP1,HWA0332,5.233, 
TP1,HWA1101,0, 
TP1,HWA1102,0, 
TP1,HWB0331,16.07, 
TP1,HWB0332,17.005, 
TP1,HWB1101,5.384, 
TP1,INV0331,42.396, 
TP1,ISL0661,227.266, 
TP1,KAI0111,13.055, 
TP1,KAW0112,33.18, 
TP1,KAW1101,0, 
TP1,KBY0661,0.782, 
TP1,KBY0662,0.939, 
TP1,KIK0111,0.766, 
TP1,KIN0111,41.267, 
TP1,KIN0112,-20.462, 
TP1,KIN0113,15.124, 
TP1,KMO0331,7.007, 
TP1,KOE1101,5.262, 
TP1,KPA1101,0, 
TP1,KUM0661,-1.747, 
TP1,KWA0111,11.585, 
TP1,LFD1101,0.576, 
TP1,LFD1102,0.704, 
TP1,LTN0331,-2.95, 
TP1,MAN2201,0.904, 
TP1,MAT1101,0.266, 
TP1,MCH0111,0.744, 
TP1,MER0331,0, 
TP1,MGM0331,4.082, 
TP1,MHO0331,13.431, 
TP1,MKE1101,0.191, 
TP1,MLG0111,9.282, 
TP1,MLG0331,11.84, 
TP1,MNG0331,50.249, 
TP1,MNG1101,3.888, 
TP1,MNI0111,6.092, 
TP1,MST0331,19.974, 
TP1,MTM0331,25.419, 
TP1,MTN0331,6.114, 
TP1,MTO0331,5.502, 
TP1,MTR0331,3.164, 
TP1,NAP2201,0, 
TP1,NAP2202,0, 
TP1,NMA0331,13.621, 
TP1,NPK0331,1.579, 
TP1,NPL0331,7.541, 
TP1,NSY0331,22.16, 
TP1,OAM0331,15.88, 
TP1,OKN0111,2.63, 
TP1,ONG0331,-1.937, 
TP1,OPK0331,2.6, 
TP1,ORO1101,0.219, 
TP1,ORO1102,0.422, 
TP1,OTA0221,26.624, 
TP1,OTI0111,0.051, 
TP1,OWH0111,4.747, 
TP1,PAK0331,54.221, 
TP1,PAO1101,13.819, 
TP1,PEN0221,20.24, 
TP1,PEN0251,1.116, 
