i_TradePeriodEnergyOffer,,,,,
-,,,,,
TP1,ARA2201_ARA0,t1,i_GenerationMWOffer,22,_
TP1,ARA2201_ARA0,t1,i_GenerationMWOfferPrice,0,_
TP1,ARA2201_ARA0,t2,i_GenerationMWOffer,4,_
TP1,ARA2201_ARA0,t2,i_GenerationMWOfferPrice,0.49,_
TP1,ARA2201_ARA0,t5,i_GenerationMWOffer,52,_
TP1,ARA2201_ARA0,t5,i_GenerationMWOfferPrice,175,_
TP1,ARG1101_BRR0,t1,i_GenerationMWOffer,0,_
TP1,ARG1101_BRR0,t1,i_GenerationMWOfferPrice,0.01,_
TP1,ARG1101_BRR0,t4,i_GenerationMWOffer,11.5,_
TP1,ARG1101_BRR0,t4,i_GenerationMWOfferPrice,115.95,_
TP1,ARI1101_ARI0,t1,i_GenerationMWOffer,35,_
TP1,ARI1101_ARI0,t1,i_GenerationMWOfferPrice,0.49,_
TP1,ARI1101_ARI0,t2,i_GenerationMWOffer,11,_
TP1,ARI1101_ARI0,t2,i_GenerationMWOfferPrice,43,_
TP1,ARI1101_ARI0,t4,i_GenerationMWOffer,8,_
TP1,ARI1101_ARI0,t4,i_GenerationMWOfferPrice,75,_
TP1,ARI1102_ARI0,t1,i_GenerationMWOffer,0,_
TP1,ARI1102_ARI0,t1,i_GenerationMWOfferPrice,0.49,_
TP1,ARI1102_ARI0,t2,i_GenerationMWOffer,21,_
TP1,ARI1102_ARI0,t2,i_GenerationMWOfferPrice,43,_
TP1,ARI1102_ARI0,t5,i_GenerationMWOffer,117,_
TP1,ARI1102_ARI0,t5,i_GenerationMWOfferPrice,175,_
TP1,ASB0661_HBK0,t1,i_GenerationMWOffer,17.5,_
TP1,ASB0661_HBK0,t1,i_GenerationMWOfferPrice,0,_
TP1,ATI2201_ATI0,t1,i_GenerationMWOffer,0,_
TP1,ATI2201_ATI0,t1,i_GenerationMWOfferPrice,0.49,_
TP1,ATI2201_ATI0,t3,i_GenerationMWOffer,20,_
TP1,ATI2201_ATI0,t3,i_GenerationMWOfferPrice,55.1,_
TP1,ATI2201_ATI0,t5,i_GenerationMWOffer,54,_
TP1,ATI2201_ATI0,t5,i_GenerationMWOfferPrice,175,_
TP1,AVI2201_AVI0,t1,i_GenerationMWOffer,34.226,_
TP1,AVI2201_AVI0,t1,i_GenerationMWOfferPrice,0.03,_
TP1,AVI2201_AVI0,t2,i_GenerationMWOffer,9.659,_
TP1,AVI2201_AVI0,t2,i_GenerationMWOfferPrice,46,_
TP1,AVI2201_AVI0,t3,i_GenerationMWOffer,8.399,_
TP1,AVI2201_AVI0,t3,i_GenerationMWOfferPrice,57,_
TP1,AVI2201_AVI0,t4,i_GenerationMWOffer,41.995,_
TP1,AVI2201_AVI0,t4,i_GenerationMWOfferPrice,250,_
TP1,AVI2201_AVI0,t5,i_GenerationMWOffer,65.721,_
TP1,AVI2201_AVI0,t5,i_GenerationMWOfferPrice,975,_
TP1,BEN2202_BEN0,t1,i_GenerationMWOffer,232,_
TP1,BEN2202_BEN0,t1,i_GenerationMWOfferPrice,0.03,_
TP1,BEN2202_BEN0,t3,i_GenerationMWOffer,100,_
TP1,BEN2202_BEN0,t3,i_GenerationMWOfferPrice,350,_
TP1,BEN2202_BEN0,t4,i_GenerationMWOffer,100,_
TP1,BEN2202_BEN0,t4,i_GenerationMWOfferPrice,450,_
TP1,BEN2202_BEN0,t5,i_GenerationMWOffer,100,_
TP1,BEN2202_BEN0,t5,i_GenerationMWOfferPrice,975,_
TP1,BWK1101_WPI0,t1,i_GenerationMWOffer,0,_
TP1,BWK1101_WPI0,t1,i_GenerationMWOfferPrice,0.01,_
TP1,BWK1101_WPI0,t2,i_GenerationMWOffer,7,_
TP1,BWK1101_WPI0,t2,i_GenerationMWOfferPrice,45.79,_
TP1,BWK1101_WPI0,t3,i_GenerationMWOffer,25,_
TP1,BWK1101_WPI0,t3,i_GenerationMWOfferPrice,49.19,_
TP1,BWK1101_WPI0,t4,i_GenerationMWOffer,3,_
TP1,BWK1101_WPI0,t4,i_GenerationMWOfferPrice,71.89,_
TP1,BWK1101_WPI0,t5,i_GenerationMWOffer,17,_
TP1,BWK1101_WPI0,t5,i_GenerationMWOfferPrice,93.45,_
TP1,COL0661_COL0,t1,i_GenerationMWOffer,10,_
TP1,COL0661_COL0,t1,i_GenerationMWOfferPrice,5,_
TP1,COL0661_COL0,t2,i_GenerationMWOffer,8,_
TP1,COL0661_COL0,t2,i_GenerationMWOfferPrice,5.3,_
