i_TradePeriodNodeDemand,,
-,,
TP1,BOB1101,29.067
TP1,CPK0331,70.147
TP1,HAM0331,60.902
TP1,HIN0331,15.756
TP1,ISL0331,41.481
TP1,KAW0111,13.43
TP1,KAW0113,0
TP1,KIN0331,7.518
TP1,KPU0661,18.35
TP1,MPE1101,53.208
TP1,PEN0331,126.952
TP1,PRM0331,28.005
TP1,WGN0331,11.995
TP1,WHI0111,65.072
TP1,WHU0331,9.832
TP1,WKO0331,15.181
TP1,KAW0112_DLS0,0
TP1,KAW0113_DLS1,70.35
TP1,ABY0111,2.345
TP1,ALB0331,53.581
TP1,ALB1101,28.712
TP1,APS0111,0.13
TP1,ARG1101,0.004
TP1,ASB0331,15.177
TP1,ASB0661,19.318
TP1,ASY0111,9.289
TP1,ATU1101,0.101
TP1,BAL0331,14.719
TP1,BDE0111,5.638
TP1,BLN0331,37.567
TP1,BOB0331,4.42
TP1,BPD1101,1.211
TP1,BPE0331,24.887
TP1,BPE0551,0.283
TP1,BPT1101,0.237
TP1,BRB0331,47.645
TP1,BRK0331,12.702
TP1,BRY0661,81.445
TP1,BWK1101,0.026
TP1,CBG0111,16.224
TP1,CLH0111,0.25
TP1,CML0331,14.283
TP1,COL0111,0.14
TP1,COL0661,0
TP1,CPK0111,9.341
TP1,CST0331,19.542
TP1,CUL0331,3.877
TP1,CUL0661,2.9
TP1,CYD0331,-6.541
TP1,CYD2201,0
TP1,DOB0331,-0.308
TP1,DVK0111,6.214
TP1,EDG0331,38.543
TP1,EDN0331,3.619
TP1,FHL0331,25.735
TP1,FKN0331,32.242
TP1,GFD0331,27.961
TP1,GLN0331,92.583
TP1,GLN0332,34.683
TP1,GOR0331,14.862
TP1,GYM0661,5.968
TP1,GYT0331,1.392
TP1,HAM0111,15.506
TP1,HAM0551,0.054
TP1,HAY0111,7.416
TP1,HAY0331,6.615
TP1,HEN0331,49.738
TP1,HEP0331,64.387
TP1,HKK0661,-3.783
TP1,HLY0331,12.618
TP1,HOB1101,19.086
TP1,HOR0331,4.862
TP1,HOR0661,4.593
TP1,HTI0331,19.431
TP1,HUI0331,23.608
TP1,HWA0331,16.139
TP1,HWA0332,5.409
TP1,HWA1101,0
TP1,HWA1102,0
TP1,HWB0331,37.113
TP1,HWB0332,20.08
TP1,HWB1101,5.589
TP1,INV0331,40.586
TP1,ISL0661,240.07
TP1,KAI0111,15.449
TP1,KAW0112,39.87
TP1,KAW1101,0
TP1,KBY0661,0.748
TP1,KBY0662,0.821
TP1,KIK0111,0.904
TP1,KIN0111,44.129
TP1,KIN0112,-23.095
TP1,KIN0113,14.334
TP1,KMO0331,7.683
TP1,KOE1101,10.247
TP1,KPA1101,0
TP1,KUM0661,-2.998
TP1,KWA0111,13.519
TP1,LFD1101,0.822
TP1,LFD1102,0.974
TP1,LTN0331,2.017
TP1,MAN2201,0.83
TP1,MAT1101,0.157
TP1,MCH0111,0.793
TP1,MER0331,0
TP1,MGM0331,3.79
TP1,MHO0331,16.186
TP1,MKE1101,0.178
TP1,MLG0111,10.803
TP1,MLG0331,14.792
TP1,MNG0331,56.852
TP1,MNG1101,5.591
TP1,MNI0111,5.893
TP1,MST0331,23.87
TP1,MTM0331,30.68
TP1,MTN0331,8.362
TP1,MTO0331,6.226
TP1,MTR0331,3.601
TP1,NAP2201,0
TP1,NAP2202,0
TP1,NMA0331,-11.238
TP1,NPK0331,2.595
TP1,NPL0331,5.328
TP1,NSY0331,22.675
TP1,OAM0331,18.288
TP1,OKN0111,3.834
TP1,ONG0331,4.646
TP1,OPK0331,3.957
TP1,ORO1101,0.358
TP1,ORO1102,1.809
TP1,OTA0221,31.007
TP1,OTI0111,0.058
TP1,OWH0111,5.599
TP1,PAK0331,62.132
TP1,PAO1101,16.615
TP1,PEN0221,25.972
TP1,PEN0251,0.228
TP1,PEN1101,68.101
TP1,PNI0331,7.522
TP1,PPI2201,0
