-,,,,
42601,TP1,NI,226.292,302.762
42601,TP1,SI,74.724,79.45
42601,TP2,NI,262.053,356.33
42601,TP2,SI,77.485,79.45
42601,TP3,NI,194.611,266
42601,TP3,SI,73.618,79.45
42601,TP4,NI,126.514,226
42601,TP4,SI,75.114,79.45
42601,TP5,NI,101.804,211
42601,TP5,SI,78.159,79.45
42601,TP6,NI,106.212,201
42601,TP6,SI,83.65,79.45
42601,TP7,NI,105.701,201
42601,TP7,SI,79.216,79.45
42601,TP8,NI,109.139,201
42601,TP8,SI,80.96,79.45
42601,TP9,NI,108.869,201
42601,TP9,SI,79.773,79.45
42601,TP10,NI,172.605,251
42601,TP10,SI,78.411,79.45
42601,TP11,NI,235.812,303
42601,TP11,SI,75.66,79.45
42601,TP12,NI,249.33,336
42601,TP12,SI,65.333,79.45
42601,TP13,NI,212.729,336
42601,TP13,SI,52.064,79.45
42601,TP14,NI,170.254,336
42601,TP14,SI,39.288,79.45
42601,TP15,NI,137.175,291
42601,TP15,SI,12.067,79.45
42601,TP16,NI,201.146,301
42601,TP16,SI,15.514,79.45
42601,TP17,NI,195.622,301
42601,TP17,SI,17.82,79.45
42601,TP18,NI,181.72,291
42601,TP18,SI,29.895,79.45
42601,TP19,NI,215.234,336
42601,TP19,SI,11.742,79.45
42601,TP20,NI,202.912,336
42601,TP20,SI,12.694,79.45
42601,TP21,NI,198.535,336
42601,TP21,SI,19.006,79.45
42601,TP22,NI,192.577,336
42601,TP22,SI,25.644,79.45
42601,TP23,NI,222.156,336
42601,TP23,SI,30.355,79.45
42601,TP24,NI,201.689,336
42601,TP24,SI,44.215,79.45
42601,TP25,NI,190.626,336
42601,TP25,SI,45.886,79.45
42601,TP26,NI,190.928,337.18
42601,TP26,SI,53.319,79.45
42601,TP27,NI,202.913,336
42601,TP27,SI,46.724,79.45
42601,TP28,NI,191.231,336
42601,TP28,SI,50.115,79.45
42601,TP29,NI,194.556,335
42601,TP29,SI,52.35,79.45
42601,TP30,NI,199.664,335
42601,TP30,SI,58.156,79.45
42601,TP31,NI,200.718,335
42601,TP31,SI,57.828,79.45
42601,TP32,NI,186.718,336
42601,TP32,SI,49.848,79.45
42601,TP33,NI,188.768,336
42601,TP33,SI,46.127,79.45
42601,TP34,NI,206.548,336
42601,TP34,SI,33.982,79.45
42601,TP35,NI,243.931,372.094
42601,TP35,SI,19.143,79.45
42601,TP36,NI,246.226,390.284
42601,TP36,SI,13.017,79.45
42601,TP37,NI,206.239,336
42601,TP37,SI,12.252,79.45
42601,TP38,NI,201.113,336
42601,TP38,SI,12.226,79.45
42601,TP39,NI,224.718,336
42601,TP39,SI,12.804,79.45
42601,TP40,NI,212.076,336
42601,TP40,SI,12.627,79.45
42601,TP41,NI,197.334,336
42601,TP41,SI,13.087,79.45
42601,TP42,NI,228.155,336
42601,TP42,SI,16.149,79.45
42601,TP43,NI,220.296,336
42601,TP43,SI,30.483,79.45
42601,TP44,NI,203.407,336
42601,TP44,SI,49.489,79.45
42601,TP45,NI,215.313,336
42601,TP45,SI,49.69,79.45
42601,TP46,NI,221.912,336
42601,TP46,SI,65.82,79.45
42601,TP47,NI,233.77,335.506
42601,TP47,SI,61.61,79.45
42601,TP48,NI,136.936,251
42601,TP48,SI,71.97,79.45
