-,,,,
26/08/2016,TP1,NI,114.073,201
26/08/2016,TP1,SI,73.718,79.45
26/08/2016,TP2,NI,65.67,151
26/08/2016,TP2,SI,78.026,79.45
26/08/2016,TP3,NI,45.551,133
26/08/2016,TP3,SI,75.402,79.45
26/08/2016,TP4,NI,54.052,133
26/08/2016,TP4,SI,79.964,79.45
26/08/2016,TP5,NI,50.109,133
26/08/2016,TP5,SI,80.502,79.45
26/08/2016,TP6,NI,57.486,133
26/08/2016,TP6,SI,85.055,79.45
26/08/2016,TP7,NI,42.087,133
26/08/2016,TP7,SI,87.287,79.45
26/08/2016,TP8,NI,46.119,133
26/08/2016,TP8,SI,87.445,79.45
26/08/2016,TP9,NI,45.244,133
26/08/2016,TP9,SI,86.351,79.45
26/08/2016,TP10,NI,44.986,133
26/08/2016,TP10,SI,83.778,79.45
26/08/2016,TP11,NI,73.696,171
26/08/2016,TP11,SI,73.134,79.45
26/08/2016,TP12,NI,56.371,171
26/08/2016,TP12,SI,68.155,79.45
26/08/2016,TP13,NI,89.823,211
26/08/2016,TP13,SI,50.961,79.45
26/08/2016,TP14,NI,115.651,251
26/08/2016,TP14,SI,34.9,79.45
26/08/2016,TP15,NI,158.97,291
26/08/2016,TP15,SI,12.968,79.45
26/08/2016,TP16,NI,102.035,251
26/08/2016,TP16,SI,10.808,79.45
26/08/2016,TP17,NI,115.959,251
26/08/2016,TP17,SI,11.127,79.45
26/08/2016,TP18,NI,115.166,251
26/08/2016,TP18,SI,17.285,79.45
26/08/2016,TP19,NI,120.29,251
26/08/2016,TP19,SI,16.993,79.45
26/08/2016,TP20,NI,103.216,251
26/08/2016,TP20,SI,13.512,79.45
26/08/2016,TP21,NI,167.817,291
26/08/2016,TP21,SI,16.346,79.45
26/08/2016,TP22,NI,175.528,291
26/08/2016,TP22,SI,14.782,79.45
26/08/2016,TP23,NI,194.918,319
26/08/2016,TP23,SI,25.625,79.45
26/08/2016,TP24,NI,207.354,318
26/08/2016,TP24,SI,25.596,79.45
26/08/2016,TP25,NI,181.086,281
26/08/2016,TP25,SI,22.752,79.45
26/08/2016,TP26,NI,214.463,316.689
26/08/2016,TP26,SI,25.516,79.45
26/08/2016,TP27,NI,207.153,313.783
26/08/2016,TP27,SI,25.471,79.45
26/08/2016,TP28,NI,212.503,317.644
26/08/2016,TP28,SI,29.572,79.45
26/08/2016,TP29,NI,221.129,318
26/08/2016,TP29,SI,32.522,79.45
26/08/2016,TP30,NI,217.002,307.296
26/08/2016,TP30,SI,31.533,79.45
26/08/2016,TP31,NI,194.846,295.239
26/08/2016,TP31,SI,27.997,79.45
26/08/2016,TP32,NI,173.595,281
26/08/2016,TP32,SI,22.488,79.45
26/08/2016,TP33,NI,213.143,319
26/08/2016,TP33,SI,24.707,79.45
26/08/2016,TP34,NI,215.991,319
26/08/2016,TP34,SI,15.943,79.45
26/08/2016,TP35,NI,205.126,319
26/08/2016,TP35,SI,15.208,79.45
26/08/2016,TP36,NI,187.964,320
26/08/2016,TP36,SI,14.127,79.45
26/08/2016,TP37,NI,205.149,321
26/08/2016,TP37,SI,11.078,79.45
26/08/2016,TP38,NI,213.405,321
26/08/2016,TP38,SI,9.78,79.45
26/08/2016,TP39,NI,205.632,322
26/08/2016,TP39,SI,13.938,79.45
26/08/2016,TP40,NI,184.013,322
26/08/2016,TP40,SI,22.573,79.45
26/08/2016,TP41,NI,205.717,322.217
26/08/2016,TP41,SI,37.087,79.45
26/08/2016,TP42,NI,215.386,323
26/08/2016,TP42,SI,39.738,79.45
26/08/2016,TP43,NI,236.082,324
26/08/2016,TP43,SI,39.693,79.45
26/08/2016,TP44,NI,212.963,324
26/08/2016,TP44,SI,60.868,79.45
26/08/2016,TP45,NI,160.913,291
26/08/2016,TP45,SI,63.614,79.45
26/08/2016,TP46,NI,98.837,201
26/08/2016,TP46,SI,68.496,79.45
26/08/2016,TP47,NI,96.742,201
26/08/2016,TP47,SI,62.076,79.45
26/08/2016,TP48,NI,100.173,201
26/08/2016,TP48,SI,65.143,79.45
