TP1,ARA2201_ARA0,t1,offer,0.354838709677
TP1,ARA2201_ARA0,t1,price,0
TP1,ARA2201_ARA0,t2,offer,71.8064516129
TP1,ARA2201_ARA0,t2,price,10
TP1,ARA2201_ARA0,t3,offer,2.22580645161
TP1,ARA2201_ARA0,t3,price,50
TP1,ARA2201_ARA0,t4,offer,2.58064516129
TP1,ARA2201_ARA0,t4,price,60
TP1,ARA2201_ARA0,t5,offer,0.838709677419
TP1,ARA2201_ARA0,t5,price,70
TP1,ARG1101_BRR0,t1,offer,7.82258064516
TP1,ARG1101_BRR0,t1,price,10
TP1,ARG1101_BRR0,t2,offer,1.11290322581
TP1,ARG1101_BRR0,t2,price,50
TP1,ARG1101_BRR0,t3,offer,0.951612903226
TP1,ARG1101_BRR0,t3,price,60
TP1,ARG1101_BRR0,t4,offer,0.677419354839
TP1,ARG1101_BRR0,t4,price,70
TP1,ARG1101_BRR0,t5,offer,0.290322580645
TP1,ARG1101_BRR0,t5,price,100
TP1,ARG1101_BRR0,t6,offer,0.661290322581
TP1,ARG1101_BRR0,t6,price,120
TP1,ARG1101_BRR0,t7,offer,0.16935483871
TP1,ARG1101_BRR0,t7,price,130
TP1,ARI1101_ARI0,t1,offer,55.3064516129
TP1,ARI1101_ARI0,t1,price,10
TP1,ARI1101_ARI0,t2,offer,0.0483870967742
TP1,ARI1101_ARI0,t2,price,140
TP1,ARI1101_ARI0,t3,offer,0.0967741935484
TP1,ARI1101_ARI0,t3,price,150
TP1,ARI1101_ARI0,t4,offer,0.193548387097
TP1,ARI1101_ARI0,t4,price,190
TP1,ARI1102_ARI0,t1,offer,61.9516129032
TP1,ARI1102_ARI0,t1,price,10
TP1,ARI1102_ARI0,t2,offer,1.96774193548
TP1,ARI1102_ARI0,t2,price,40
TP1,ARI1102_ARI0,t3,offer,8.93548387097
TP1,ARI1102_ARI0,t3,price,50
TP1,ARI1102_ARI0,t4,offer,9.20967741935
TP1,ARI1102_ARI0,t4,price,60
TP1,ARI1102_ARI0,t5,offer,2.82258064516
TP1,ARI1102_ARI0,t5,price,70
TP1,ARI1102_ARI0,t6,offer,9.04838709677
TP1,ARI1102_ARI0,t6,price,80
TP1,ARI1102_ARI0,t7,offer,3.72580645161
TP1,ARI1102_ARI0,t7,price,90
TP1,ARI1102_ARI0,t8,offer,1.41935483871
TP1,ARI1102_ARI0,t8,price,100
TP1,ARI1102_ARI0,t9,offer,0.338709677419
TP1,ARI1102_ARI0,t9,price,110
TP1,ARI1102_ARI0,t10,offer,3.66129032258
TP1,ARI1102_ARI0,t10,price,120
TP1,ARI1102_ARI0,t11,offer,0.838709677419
TP1,ARI1102_ARI0,t11,price,140
TP1,ARI1102_ARI0,t12,offer,5.98387096774
TP1,ARI1102_ARI0,t12,price,150
TP1,ARI1102_ARI0,t13,offer,1.96774193548
TP1,ARI1102_ARI0,t13,price,160
TP1,ARI1102_ARI0,t14,offer,2.87096774194
TP1,ARI1102_ARI0,t14,price,180
TP1,ARI1102_ARI0,t15,offer,1.33870967742
TP1,ARI1102_ARI0,t15,price,190
TP1,ARI1102_ARI0,t16,offer,1.11290322581
TP1,ARI1102_ARI0,t16,price,200
TP1,ARI1102_ARI0,t17,offer,1.16129032258
TP1,ARI1102_ARI0,t17,price,210
TP1,ARI1102_ARI0,t18,offer,1.0
TP1,ARI1102_ARI0,t18,price,230
TP1,ARI1102_ARI0,t19,offer,1.66129032258
TP1,ARI1102_ARI0,t19,price,240
TP1,ARI1102_ARI0,t20,offer,0.5
TP1,ARI1102_ARI0,t20,price,250
TP1,ARI1102_ARI0,t21,offer,5.70967741935
TP1,ARI1102_ARI0,t21,price,260
