TP1,ARA2201_ARA0,t1,offer,2.43548387097
TP1,ARA2201_ARA0,t1,price,10
TP1,ARA2201_ARA0,t2,offer,0.112903225806
TP1,ARA2201_ARA0,t2,price,40
TP1,ARA2201_ARA0,t3,offer,0.0161290322581
TP1,ARA2201_ARA0,t3,price,50
TP1,ARA2201_ARA0,t4,offer,0.193548387097
TP1,ARA2201_ARA0,t4,price,60
TP1,ARA2201_ARA0,t5,offer,0.0161290322581
TP1,ARA2201_ARA0,t5,price,80
TP1,ARA2201_ARA0,t6,offer,0.0806451612903
TP1,ARA2201_ARA0,t6,price,90
TP1,ARA2201_ARA0,t7,offer,0.0161290322581
TP1,ARA2201_ARA0,t7,price,120
TP1,ARA2201_ARA0,t8,offer,0.0483870967742
TP1,ARA2201_ARA0,t8,price,150
TP1,ARI1101_ARI0,t1,offer,0.193548387097
TP1,ARI1101_ARI0,t1,price,10
TP1,ARI1101_ARI0,t2,offer,0.0967741935484
TP1,ARI1101_ARI0,t2,price,60
TP1,ARI1101_ARI0,t3,offer,0.0967741935484
TP1,ARI1101_ARI0,t3,price,130
TP1,ARI1102_ARI0,t1,offer,2.29032258065
TP1,ARI1102_ARI0,t1,price,10
TP1,ARI1102_ARI0,t2,offer,1.12903225806
TP1,ARI1102_ARI0,t2,price,40
TP1,ARI1102_ARI0,t3,offer,0.967741935484
TP1,ARI1102_ARI0,t3,price,50
TP1,ARI1102_ARI0,t4,offer,0.161290322581
TP1,ARI1102_ARI0,t4,price,60
TP1,ARI1102_ARI0,t5,offer,0.0161290322581
TP1,ARI1102_ARI0,t5,price,90
TP1,ARI1102_ARI0,t6,offer,1.01612903226
TP1,ARI1102_ARI0,t6,price,120
TP1,ARI1102_ARI0,t7,offer,2.72580645161
TP1,ARI1102_ARI0,t7,price,130
TP1,ARI1102_ARI0,t8,offer,1.01612903226
TP1,ARI1102_ARI0,t8,price,140
TP1,ARI1102_ARI0,t9,offer,1.12903225806
TP1,ARI1102_ARI0,t9,price,150
TP1,ARI1102_ARI0,t10,offer,3.66129032258
TP1,ARI1102_ARI0,t10,price,180
TP1,ARI1102_ARI0,t11,offer,2.6935483871
TP1,ARI1102_ARI0,t11,price,220
TP1,ARI1102_ARI0,t12,offer,0.145161290323
TP1,ARI1102_ARI0,t12,price,450
TP1,ATI2201_ATI0,t1,offer,4.95161290323
TP1,ATI2201_ATI0,t1,price,10
TP1,ATI2201_ATI0,t2,offer,0.161290322581
TP1,ATI2201_ATI0,t2,price,40
TP1,ATI2201_ATI0,t3,offer,0.0322580645161
TP1,ATI2201_ATI0,t3,price,50
TP1,ATI2201_ATI0,t4,offer,0.483870967742
TP1,ATI2201_ATI0,t4,price,60
TP1,ATI2201_ATI0,t5,offer,0.0161290322581
TP1,ATI2201_ATI0,t5,price,80
TP1,ATI2201_ATI0,t6,offer,0.0967741935484
TP1,ATI2201_ATI0,t6,price,90
TP1,ATI2201_ATI0,t7,offer,0.0161290322581
TP1,ATI2201_ATI0,t7,price,120
TP1,ATI2201_ATI0,t8,offer,0.387096774194
TP1,ATI2201_ATI0,t8,price,130
TP1,ATI2201_ATI0,t9,offer,0.193548387097
TP1,ATI2201_ATI0,t9,price,140
TP1,ATI2201_ATI0,t10,offer,0.354838709677
TP1,ATI2201_ATI0,t10,price,150
TP1,AVI2201_AVI0,t1,offer,12.2240322581
TP1,AVI2201_AVI0,t1,price,10
TP1,AVI2201_AVI0,t2,offer,5.75132258065
TP1,AVI2201_AVI0,t2,price,20
TP1,AVI2201_AVI0,t3,offer,5.03485483871
TP1,AVI2201_AVI0,t3,price,30
TP1,AVI2201_AVI0,t4,offer,0.000774193548387
TP1,AVI2201_AVI0,t4,price,40
TP1,AVI2201_AVI0,t5,offer,9.67741935484e-05
TP1,AVI2201_AVI0,t5,price,100
TP1,BEN2202_BEN0,t1,offer,5.56737096774
TP1,BEN2202_BEN0,t1,price,10
TP1,BOB1101,t1,offer,1.08761290323
TP1,BOB1101,t1,price,0
TP1,CPK0331,t1,offer,13.7827741935
TP1,CPK0331,t1,price,10
TP1,CPK0331,t2,offer,3.45483870968
TP1,CPK0331,t2,price,20
TP1,CYD2201_CYD0,t1,offer,49.6612903226
TP1,CYD2201_CYD0,t1,price,10
TP1,CYD2201_CYD0,t2,offer,2.58133870968
TP1,CYD2201_CYD0,t2,price,20
TP1,CYD2201_CYD0,t3,offer,13.7911451613
TP1,CYD2201_CYD0,t3,price,30
TP1,CYD2201_CYD0,t4,offer,0.00101612903226
TP1,CYD2201_CYD0,t4,price,40
TP1,CYD2201_CYD0,t5,offer,0.00101612903226
TP1,CYD2201_CYD0,t5,price,50
TP1,HAM0331,t1,offer,3.11922580645
TP1,HAM0331,t1,price,10
TP1,HIN0331,t1,offer,2.03225806452
TP1,HIN0331,t1,price,0
TP1,HLY2201_HLY1,t1,offer,8.50156451613
TP1,HLY2201_HLY1,t1,price,10
TP1,HLY2201_HLY1,t2,offer,0.000774193548387
TP1,HLY2201_HLY1,t2,price,20
TP1,HLY2201_HLY2,t1,offer,4.6629516129
TP1,HLY2201_HLY2,t1,price,10
TP1,HLY2201_HLY2,t2,offer,0.00101612903226
TP1,HLY2201_HLY2,t2,price,20
TP1,HWA1101_PTA1,t1,offer,5.32419354839
TP1,HWA1101_PTA1,t1,price,10
TP1,HWA1101_PTA2,t1,offer,5.25161290323
TP1,HWA1101_PTA2,t1,price,10
TP1,HWA1101_PTA2,t2,offer,0.716129032258
TP1,HWA1101_PTA2,t2,price,60
TP1,HWA1101_PTA3,t1,offer,4.8935483871
TP1,HWA1101_PTA3,t1,price,10
TP1,HWA1101_PTA3,t2,offer,0.716129032258
TP1,HWA1101_PTA3,t2,price,60
TP1,KAW0111,t1,offer,3.6964516129
TP1,KAW0111,t1,price,600
TP1,KAW0111,t2,offer,0.658387096774
TP1,KAW0111,t2,price,610
TP1,KAW0111,t3,offer,0.347419354839
TP1,KAW0111,t3,price,810
TP1,KAW0111,t4,offer,0.290322580645
TP1,KAW0111,t4,price,900
TP1,KAW0111,t5,offer,0.233225806452
TP1,KAW0111,t5,price,910
TP1,KAW0113,t1,offer,17.8548387097
TP1,KAW0113,t1,price,0
TP1,KIN0331,t1,offer,0.870967741935
TP1,KIN0331,t1,price,0
TP1,KPO1101_KPO0,t1,offer,4.8064516129
TP1,KPO1101_KPO0,t1,price,10
TP1,KPO1101_KPO0,t2,offer,0.451612903226
TP1,KPO1101_KPO0,t2,price,40
TP1,KPO1101_KPO0,t3,offer,0.274193548387
TP1,KPO1101_KPO0,t3,price,50
TP1,KPO1101_KPO0,t4,offer,1.01612903226
TP1,KPO1101_KPO0,t4,price,60
TP1,KPO1101_KPO0,t5,offer,0.0483870967742
TP1,KPO1101_KPO0,t5,price,90
TP1,KPO1101_KPO0,t6,offer,0.0322580645161
TP1,KPO1101_KPO0,t6,price,120
TP1,KPO1101_KPO0,t7,offer,0.145161290323
TP1,KPO1101_KPO0,t7,price,150
TP1,KPU0661,t1,offer,1.28709677419
TP1,KPU0661,t1,price,0
TP1,MAN2201_MAN0,t1,offer,15.4861935484
TP1,MAN2201_MAN0,t1,price,10
TP1,MAN2201_MAN0,t2,offer,1.45253225806
TP1,MAN2201_MAN0,t2,price,20
TP1,MAN2201_MAN0,t3,offer,0.00145161290323
TP1,MAN2201_MAN0,t3,price,30
TP1,MAN2201_MAN0,t4,offer,0.725806451613
TP1,MAN2201_MAN0,t4,price,50
TP1,MAT1101_MAT0,t1,offer,6.75967741935
TP1,MAT1101_MAT0,t1,price,10
TP1,MAT1101_MAT0,t2,offer,24.8612903226
TP1,MAT1101_MAT0,t2,price,20
TP1,MAT1101_MAT0,t3,offer,3.55161290323
TP1,MAT1101_MAT0,t3,price,30
TP1,MPE1101,t1,offer,3.04838709677
TP1,MPE1101,t1,price,0
TP1,MTI2201_MTI0,t1,offer,11.7258064516
TP1,MTI2201_MTI0,t1,price,10
TP1,MTI2201_MTI0,t2,offer,0.967741935484
TP1,MTI2201_MTI0,t2,price,40
TP1,MTI2201_MTI0,t3,offer,0.0322580645161
TP1,MTI2201_MTI0,t3,price,50
TP1,MTI2201_MTI0,t4,offer,4.3064516129
TP1,MTI2201_MTI0,t4,price,60
TP1,MTI2201_MTI0,t5,offer,0.177419354839
TP1,MTI2201_MTI0,t5,price,80
TP1,MTI2201_MTI0,t6,offer,0.903225806452
TP1,MTI2201_MTI0,t6,price,90
