i_TradePeriodBranchDefn,,,,,
-,,,,,
TP1,BPE_PRM_HAY1.2,450,425,,_
TP1,BPE_PRM_HAY1.3,468,425,,_
TP1,BPE_PRM_HAY2.1,364,424,,_
TP1,BPE_PRM_HAY2.2,450,424,,_
TP1,BPE_PRM_HAY2.3,469,424,,_
TP1,BPE_T1.L1,785,360,,_
TP1,BPE_T1.M1,363,360,,_
TP1,BPE_T1.T1,364,360,,_
TP1,BPE_T10.T10,364,357,,_
TP1,BPE_T15.T15,364,358,,_
TP1,BPE_T16.T16,364,359,,_
TP1,BPE_T2.L2,784,362,,_
TP1,BPE_T2.M2,363,362,,_
TP1,BPE_T2.T2,364,362,,_
TP1,BPE_T3.L3,786,361,,_
TP1,BPE_T3.M3,363,361,,_
TP1,BPE_T3.T3,364,361,,_
TP1,BPE_T9.T9,364,357,,_
TP1,BPE_TKU1.1,364,396,,_
TP1,BPE_TKU2.1,364,396,,_
TP1,BPE_TNG1.1,364,403,,_
TP1,BPE_TWC_LTN1.1,364,369,,_
TP1,BPE_TWC_LTN1.2,371,369,,_
TP1,BPE_TWC_LTN1.3,406,369,,_
TP1,BPE_TWF1.1,357,408,,_
TP1,BPE_TWF2.1,357,408,,_
TP1,BPE_WDV1.1,363,410,,_
TP1,BPE_WDV2.1,363,410,,_
TP1,BPE_WGN1.1,363,379,,_
TP1,BPE_WGN1.2,379,412,,_
TP1,BPE_WGN2.1,363,378,,_
TP1,BPE_WGN2.2,378,412,,_
TP1,BPE_WIL1.1,364,372,,_
TP1,BPE_WIL1.2,372,478,,_
TP1,BRB_HPI1.1,9,19,,_
TP1,BRB_MDN.1,9,26,,_
TP1,BRB_T2.T2,9,8,,_
TP1,BRB_T3.T3,9,8,,_
TP1,BRK_SFD1.1,316,345,,_
TP1,BRK_SFD2.1,316,345,,_
TP1,BRK_SFD3.1,316,345,,_
TP1,BRK_T1.T1,315,316,,_
TP1,BRY_ISL.1,553,530,,_
TP1,BRY_T5.L5,548,551,,_
TP1,BRY_T5.M5,549,551,,_
TP1,BRY_T5.T5,553,551,,_
TP1,BRY_T6.L6,547,550,,_
TP1,BRY_T6.M6,549,550,,_
TP1,BRY_T6.T6,553,550,,_
TP1,BRY_T7.L7,792,552,,_
TP1,BRY_T7.M7,549,552,,_
TP1,BRY_T7.T7,553,552,,_
TP1,BWK_WPI.1,673,731,,_
TP1,CBG_T3.T3,106,105,,_
TP1,CBG_T4.T4,107,105,,_
TP1,CLH_T1.T1,572,573,,_
TP1,CML_FKN1.1,625,630,,_
TP1,CML_FKN2.1,624,629,,_
TP1,CML_T5A.L5A,620,621,,_
TP1,CML_T5A.M5A,625,621,,_
TP1,CML_T5A.T5A,627,621,,_
TP1,CML_T5B.L5B,620,622,,_
TP1,CML_T5B.M5B,625,622,,_
TP1,CML_T5B.T5B,627,622,,_
TP1,CML_T8.L8,620,623,,_
TP1,CML_T8.M8,624,623,,_
TP1,CML_T8.T8,626,623,,_
TP1,COB_STK1.1,492,512,,_
TP1,COB_T1.T1,492,491,,_
TP1,COB_T2.T2,492,491,,_
TP1,COL_HOR2.1,576,590,,_
TP1,COL_HOR3.1,576,590,,_
TP1,COL_OTI1.1,573,576,,_
TP1,COL_OTI1.2,570,573,,_
TP1,COL_OTI1.3,570,596,,_
TP1,COL_OTI2.1,576,596,,_
TP1,COL_T1.T1,576,748,,_
TP1,COL_T2.T2,576,574,,_
TP1,COL_T6.T6,576,575,,_
TP1,CPK_T11.T11,418,417,,_
TP1,CPK_T12.T12,418,416,,_
TP1,CPK_T3.T3,420,418,,_
TP1,CPK_T4.T4,419,418,,_
TP1,CPK_T5.T5,421,418,,_
TP1,CPK_WIL1.1,421,477,,_
TP1,CPK_WWD_WIL2.1,422,477,,_
TP1,CPK_WWD_WIL2.2,419,422,,_
TP1,CPK_WWD_WIL2.3,422,481,,_
TP1,CPK_WWD_WIL3.1,423,477,,_
TP1,CPK_WWD_WIL3.2,420,423,,_
TP1,CPK_WWD_WIL3.3,423,480,,_
TP1,CST_HUI1.1,318,320,,_
TP1,CST_HUI2.1,318,320,,_
TP1,CST_MNI1.1,318,329,,_
TP1,CST_NPL1.1,318,333,,_
TP1,CST_NPL2.1,318,333,,_
TP1,CST_SFD1.1,318,344,,_
TP1,CST_T2.T2,318,317,,_
TP1,CST_T4.T4,318,317,,_
TP1,CUL_T1.T1,494,493,,_
TP1,CUL_T22.T22,493,495,,_
TP1,CUL_T23.T23,493,496,,_
TP1,CYD_ROX1.1,679,724,,_
TP1,CYD_ROX2.1,679,724,,_
TP1,CYD_T1.T1,679,677,,_
TP1,CYD_T2.T2,679,676,,_
TP1,CYD_T3.T3,679,674,,_
TP1,CYD_T4.T4,679,675,,_
TP1,CYD_T7.T7,679,678,,_
TP1,CYD_T8.T8,679,678,,_
TP1,CYD_TWZ1.1,627,679,,_
TP1,CYD_TWZ1.2,627,659,,_
TP1,CYD_TWZ2.1,626,679,,_
TP1,CYD_TWZ2.2,626,659,,_
TP1,DOB_GYM.1,580,586,,_
TP1,DOB_RFN_IGH2.1,583,483,,_
TP1,DOB_RFN_IGH2.2,497,483,,_
TP1,DOB_RFN_IGH2.3,483,505,,_
TP1,DOB_T1.T1,580,579,,_
TP1,DOB_T11.L11,795,582,,_
TP1,DOB_T11.M11,580,582,,_
TP1,DOB_T11.T11,583,582,,_
TP1,DOB_T12.L12,796,581,,_
TP1,DOB_T12.M12,580,581,,_
TP1,DOB_T12.T12,584,581,,_
TP1,DOB_T2.T2,580,579,,_
TP1,DRY_GLN1.1,49,53,,_
TP1,DRY_GLN2.1,49,53,,_
TP1,DRY_HLY1.1,49,122,,_
TP1,DRY_OTA1.1,49,93,,_
TP1,DRY_OTA1.2,72,93,,_
TP1,DVK_T1.T1,368,366,,_
TP1,DVK_T2.T2,367,366,,_
TP1,DVK_WDV1.1,367,410,,_
TP1,DVK_WDV2.1,368,410,,_
TP1,DVK_WPW1.2,367,414,,_
TP1,DVK_WPW2.2,368,415,,_
TP1,EDG_KAW1.1,171,181,,_
TP1,EDG_KAW2.1,171,181,,_
TP1,EDG_KAW3.1,172,182,,_
TP1,EDG_OWH2.1,171,240,,_
TP1,EDG_T4.L4,768,170,,_
TP1,EDG_T4.M4,771,170,,_
TP1,EDG_T4.T4,172,170,,_
TP1,EDG_T5.L5,769,169,,_
TP1,EDG_T5.M5,770,169,,_
TP1,EDG_T5.T5,172,169,,_
TP1,EDG_T7.T7,172,168,,_
TP1,EDG_T8.T8,168,172,,_
TP1,EDG_TRK1.1,172,268,,_
TP1,EDG_TRK2.1,172,268,,_
TP1,EDG_WAI2.1,171,271,,_
TP1,EDN_INV.1,681,698,,_
TP1,EDN_T1.T1,681,680,,_
TP1,EDN_T2.T2,681,680,,_
TP1,FHL_RDF1.1,294,296,,_
TP1,FHL_RDF2.1,294,296,,_
TP1,FHL_T1.T1,294,293,,_
TP1,FHL_T2.T2,294,293,,_
TP1,FHL_TUI1.1,294,305,,_
TP1,FHL_WPW1.1,294,780,,_
TP1,FHL_WPW2.1,294,781,,_
TP1,FKN_T2A.T2A,630,628,,_
TP1,FKN_T2B.T2B,630,628,,_
TP1,FKN_T4.T4,629,628,,_
TP1,GFD_HAY1.1,428,447,,_
TP1,GFD_HAY2.1,427,447,,_
TP1,GFD_T5.T5,427,426,,_
TP1,GFD_T6.T6,428,426,,_
TP1,GLN_T4.T4,53,733,,_
TP1,GLN_T5.T5,53,733,,_
TP1,GLN_T6.T6,53,51,,_
TP1,GLN_TG.TG,52,50,,_
TP1,GOR_ROX.1,683,723,,_
TP1,GOR_T2.T2,683,682,,_
TP1,GOR_T3.T3,683,682,,_
TP1,GYM_KUM.1,586,594,,_
TP1,GYM_T1.T1,586,585,,_
TP1,GYM_T2.T2,586,585,,_
TP1,GYT_T2.T2,429,430,,_
TP1,GYT_T3.T3,429,431,,_
TP1,HAM_KPO1.1,107,112,,_
TP1,HAM_KPO1.2,107,133,,_
TP1,HAM_KPO2.1,106,112,,_
TP1,HAM_KPO2.2,106,133,,_
TP1,HAM_OHW1.1,113,136,,_
TP1,HAM_PAO_WHU1.1,112,102,,_
TP1,HAM_PAO_WHU1.2,102,151,,_
TP1,HAM_PAO_WHU1.3,102,139,,_
TP1,HAM_PAO_WHU2.1,112,103,,_
TP1,HAM_PAO_WHU2.2,103,151,,_
TP1,HAM_PAO_WHU2.3,103,139,,_
TP1,HAM_T1.T1,112,108,,_
TP1,HAM_T2.T2,112,108,,_
TP1,HAM_T4.T4,113,109,,_
TP1,HAM_T5.T5,113,109,,_
TP1,HAM_T6.T6,113,112,,_
TP1,HAM_T7.T7,113,766,,_
TP1,HAM_T8.T8,113,110,,_
TP1,HAM_T9.T9,113,112,,_
TP1,HAM_WKM.1,113,281,,_
TP1,HAY_BEN1.1,448,616,,_
TP1,HAY_BEN2.1,449,615,,_
TP1,HAY_LTN1.1,450,371,,_
TP1,HAY_MLG1.1,447,458,,_
TP1,HAY_MLG2.1,447,459,,_
TP1,HAY_R34.1,434,433,,_
TP1,HAY_T1.L1,438,444,,_
TP1,HAY_T1.M1,447,444,,_
TP1,HAY_T1.T1,450,444,,_
TP1,HAY_T10.T10,447,437,,_
TP1,HAY_T11.T11,434,447,,_
TP1,HAY_T12.T12,447,443,,_
TP1,HAY_T16.T16,443,433,,_
TP1,HAY_T2.L2,435,445,,_
TP1,HAY_T2.M2,447,445,,_
TP1,HAY_T2.T2,450,445,,_
TP1,HAY_T22.T22,450,440,,_
TP1,HAY_T23.T23,450,449,,_
TP1,HAY_T24.T24,450,432,,_
TP1,HAY_T25.T25,450,448,,_
TP1,HAY_T5.L5,436,446,,_
TP1,HAY_T5.M5,447,446,,_
TP1,HAY_T5.T5,450,446,,_
TP1,HAY_T7.T7,447,439,,_
TP1,HAY_T8.T8,447,442,,_
TP1,HAY_T9.T9,447,441,,_
TP1,HAY_TKR1.1,447,471,,_
TP1,HAY_TKR2.1,447,471,,_
TP1,HAY_UHT1.1,447,473,,_
TP1,HAY_UHT2.1,447,473,,_
TP1,HAY_WIL1.1,450,478,,_
TP1,HBK_T5.T5,554,555,,_
TP1,HEN_HEP1.1,15,18,,_
TP1,HEN_HEP2.1,15,18,,_
TP1,HEN_HEP3.1,15,18,,_
TP1,HEN_HEP4.1,15,18,,_
TP1,HEN_HPI1.1,16,19,,_
TP1,HEN_MPE1.1,15,40,,_
TP1,HEN_MPE1.2,29,40,,_
TP1,HEN_MPE1.3,27,29,,_
TP1,HEN_MPE2.1,15,39,,_
TP1,HEN_MPE2.2,30,39,,_
TP1,HEN_MPE2.3,27,30,,_
TP1,HEN_OTA.1,16,71,,_
TP1,HEN_SWN.1,16,37,,_
TP1,HEN_T1.L1,753,14,,_
TP1,HEN_T1.M1,15,14,,_
TP1,HEN_T1.T1,16,14,,_
TP1,HEN_T2.T2,16,12,,_
TP1,HEN_T3.T3,16,12,,_
TP1,HEN_T5.L5,754,13,,_
TP1,HEN_T5.M5,15,13,,_
TP1,HEN_T5.T5,16,13,,_
TP1,HEP_ROS1.1,18,90,,_
TP1,HEP_ROS2.1,18,90,,_
TP1,HEP_T1.T1,18,17,,_
TP1,HEP_T2.T2,18,17,,_
TP1,HEP_T3.T3,18,17,,_
TP1,HIN_KPO.1,115,133,,_
TP1,HIN_T1.T1,115,114,,_
TP1,HIN_T2.T2,115,114,,_
TP1,HKK_KUM1.1,588,594,,_
TP1,HKK_OTI2.1,588,596,,_
TP1,HKK_T1.T1,588,587,,_
TP1,HKK_T2.T2,588,587,,_
TP1,HLY_OHW1.1,122,136,,_
TP1,HLY_OHW2.1,122,136,,_
TP1,HLY_OTA2.1,122,92,,_
TP1,HLY_OTA2.2,71,92,,_
TP1,HLY_SFD.1,122,345,,_
TP1,HLY_T1.T1,122,119,,_
TP1,HLY_T2.T2,122,118,,_
TP1,HLY_T21.T21,122,121,,_
TP1,HLY_T22.T22,122,121,,_
TP1,HLY_T5.T5,122,116,,_
TP1,HLY_T500.T500,122,120,,_
TP1,HLY_T6.T6,122,116,,_
TP1,HLY_T600.T600,122,117,,_
TP1,HLY_TWH1.1,122,149,,_
TP1,HOB_LST3.1,56,58,,_
TP1,HOB_LST4.1,56,58,,_
TP1,HOB_PEN1.1,57,87,,_
TP1,HOB_T12.L12,757,55,,_
TP1,HOB_T12.M12,56,55,,_
TP1,HOB_T12.T12,57,55,,_
TP1,HOB_WRD1.1,57,44,,_
TP1,HOR_KBY_ISL1.1,590,567,,_
TP1,HOR_KBY_ISL1.2,526,567,,_
TP1,HOR_KBY_ISL1.3,567,592,,_
TP1,HOR_KBY_ISL2.1,590,566,,_
TP1,HOR_KBY_ISL2.2,526,566,,_
TP1,HOR_KBY_ISL2.3,566,749,,_
TP1,HOR_T5.T5,590,589,,_
TP1,HOR_T8.T8,590,589,,_
TP1,HPI_MDN1.1,19,26,,_
TP1,HTI_T1.T1,124,123,,_
TP1,HTI_T2.T2,124,123,,_
TP1,HTI_TMU1.1,124,141,,_
TP1,HUI_MNI1.1,320,329,,_
TP1,HUI_T5.T5,320,319,,_
TP1,HUI_T6.T6,320,319,,_
TP1,HWA_PTA.1,322,338,,_
TP1,HWA_R72.1,322,322,,_
TP1,HWA_SFD1.1,322,344,,_
TP1,HWA_T1.T1,322,321,,_
TP1,HWA_T2.T2,322,321,,_
TP1,HWA_T3.T3,322,741,,_
TP1,HWA_WAA1.1,322,351,,_
TP1,HWA_WAA2.1,322,351,,_
TP1,HWA_WVY1.1,322,353,,_
TP1,HWB_ROX1.1,693,723,,_
TP1,HWB_ROX2.1,693,723,,_
TP1,HWB_SDN.1,694,726,,_
TP1,HWB_T1.L1,803,689,,_
TP1,HWB_T1.M1,751,689,,_
TP1,HWB_T1.T1,693,689,,_
TP1,HWB_T2.L2,801,690,,_
TP1,HWB_T2.M2,751,690,,_
TP1,HWB_T2.T2,693,690,,_
TP1,HWB_T4.L4,802,692,,_
TP1,HWB_T4.M4,693,692,,_
TP1,HWB_T4.T4,694,692,,_
TP1,HWB_T5.T5,694,688,,_
TP1,HWB_T6.L6,800,691,,_
TP1,HWB_T6.M6,693,691,,_
TP1,HWB_T6.T6,694,691,,_
TP1,HWB_TMH.1,694,727,,_
TP1,HWB_WPIA.1,688,730,,_
TP1,HWB_WPIB.1,688,730,,_
TP1,HWB_WPIC.1,688,730,,_
TP1,IGH_KIK1.1,497,504,,_
TP1,IGH_KIK1.2,501,504,,_
TP1,IGH_KIK2.1,497,501,,_
TP1,IGH_WMG1.1,497,745,,_
TP1,IGH_WMG2.1,497,5124,,_
TP1,INV_MAN.1,699,709,,_
TP1,INV_NMA.1,699,712,,_
TP1,INV_ROX1.1,699,724,,_
TP1,INV_ROX2.1,699,724,,_
TP1,INV_T1.L1,804,697,,_
TP1,INV_T1.M1,698,697,,_
TP1,INV_T1.T1,699,697,,_
TP1,INV_T3.T3,699,696,,_
TP1,INV_T5.T5,699,696,,_
TP1,INV_TWI1.1,699,728,,_
TP1,INV_TWI2.1,699,728,,_
TP1,ISL_KIK1.1,530,502,,_
TP1,ISL_KIK2.1,530,538,,_
TP1,ISL_KIK2.2,495,538,,_
TP1,ISL_KIK2.3,495,502,,_
TP1,ISL_KIK3.1,530,537,,_
TP1,ISL_KIK3.2,496,537,,_
TP1,ISL_KIK3.3,496,502,,_
TP1,ISL_LIV.1,530,631,,_
TP1,ISL_SBK1.1,526,534,,_
TP1,ISL_SBK2.1,526,534,,_
TP1,ISL_T1.T1,530,525,,_
TP1,ISL_T2.T2,530,525,,_
TP1,ISL_T3.L3,524,528,,_
TP1,ISL_T3.M3,526,528,,_
TP1,ISL_T3.T3,530,528,,_
TP1,ISL_T6.L6,791,527,,_
TP1,ISL_T6.M6,526,527,,_
TP1,ISL_T6.T6,530,527,,_
TP1,ISL_T7.L7,790,529,,_
TP1,ISL_T7.M7,526,529,,_
TP1,ISL_T7.T7,530,529,,_
TP1,ISL_TKB.1,530,657,,_
TP1,KAG_GEN.1,175,181,,_
TP1,KAG_T1.T1,175,174,,_
TP1,KAG_T2.T2,175,174,,_
TP1,KAI_SBK1.1,532,534,,_
TP1,KAI_SBK2.1,532,534,,_
TP1,KAI_T1.T1,532,531,,_
TP1,KAI_T2.T2,532,531,,_
TP1,KAW_MAT1.1,181,197,,_
TP1,KAW_MAT2.1,181,197,,_
TP1,KAW_OHK.1,182,223,,_
TP1,KAW_ONU1.1,176,238,,_
TP1,KAW_ONU2.1,176,237,,_
TP1,KAW_ONU3.1,176,236,,_
TP1,KAW_ONU4.1,176,235,,_
TP1,KAW_T1.T1,179,181,,_
TP1,KAW_T11.T11,182,178,,_
TP1,KAW_T12.L12,772,180,,_
TP1,KAW_T12.M12,181,180,,_
TP1,KAW_T12.T12,182,180,,_
TP1,KAW_T13.T13,182,181,,_
TP1,KAW_T14.T14,182,178,,_
TP1,KAW_T2.T2,179,181,,_
TP1,KAW_T6.T6,181,176,,_
TP1,KAW_T7.T7,181,176,,_
TP1,KAW_T8.T8,181,176,,_
TP1,KAW_T9.T9,181,176,,_
TP1,KBY_T1.T1,749,591,,_
TP1,KBY_T2.T2,592,591,,_
TP1,KIK_STK1.1,502,516,,_
TP1,KIK_STK2.1,502,516,,_
TP1,KIK_STK3.1,501,515,,_
TP1,KIK_T1.L1,744,499,,_
TP1,KIK_T1.M1,788,499,,_
TP1,KIK_T1.T1,502,499,,_
TP1,KIK_T2.L2,498,500,,_
TP1,KIK_T2.M2,501,500,,_
TP1,KIK_T2.T2,502,500,,_
TP1,KILN_COGEN.1,51,52,,_
TP1,KIN_T1A.T1A,129,126,,_
TP1,KIN_T2.T2,129,126,,_
TP1,KIN_T3A.T3A,737,129,,_
TP1,KIN_T3B.T3B,737,129,,_
TP1,KIN_T4.T4,129,127,,_
TP1,KIN_T5.L5,125,128,,_
TP1,KIN_T5.M5,767,128,,_
TP1,KIN_T5.T5,129,128,,_
TP1,KIN_TRK1.1,129,194,,_
TP1,KIN_TRK1.2,194,267,,_
TP1,KIN_TRK2.1,129,193,,_
TP1,KIN_TRK2.2,193,267,,_
TP1,KMI_T1.T1,184,183,,_
TP1,KMI_TGA1.1,184,251,,_
TP1,KMO_MTM_TGA2.1,190,173,,_
TP1,KMO_MTM_TGA2.2,173,252,,_
TP1,KMO_MTM_TGA2.3,213,173,,_
TP1,KMO_MTM1.1,190,213,,_
TP1,KMO_T1.T1,190,187,,_
TP1,KMO_T2.L2,773,188,,_
TP1,KMO_T2.M2,190,188,,_
TP1,KMO_T2.T2,191,188,,_
TP1,KMO_T4.L4,774,189,,_
TP1,KMO_T4.M4,190,189,,_
TP1,KMO_T4.T4,191,189,,_
TP1,KMO_TGA1.1,190,252,,_
TP1,KMO_TMI1.1,190,259,,_
TP1,KMO_TRK1.1,191,268,,_
TP1,KMO_TRK2.1,191,268,,_
TP1,KOE_MPE1.1,20,27,,_
TP1,KOE_MPE2.1,20,27,,_
TP1,KOE_NGA1.1,20,31,,_
TP1,KPI_T1.T1,324,323,,_
TP1,KPO_T1.T1,133,132,,_
TP1,KPO_T2.T2,133,131,,_
TP1,KPO_T3.T3,133,130,,_
TP1,KPO_TMU.1,133,141,,_
TP1,KPU_T3.T3,135,134,,_
TP1,KPU_T4.T4,738,134,,_
TP1,KPU_WKO1.1,738,153,,_
TP1,KPU_WKO2.1,135,153,,_
TP1,KUM_OTI.1,594,596,,_
TP1,KUM_T1.T1,594,593,,_
TP1,KWA_T2.T2,452,451,,_
TP1,KWA_T3.T3,453,451,,_
TP1,KWA_WIL1.1,452,477,,_
TP1,KWA_WIL2.1,453,477,,_
TP1,LFD_T1.T1,194,192,,_
TP1,LFD_T2.T2,193,192,,_
TP1,LIV_NSY.1,631,633,,_
TP1,LIV_WTK.1,631,668,,_
TP1,LST_PEN1.1,58,86,,_
TP1,LST_PEN2.1,58,86,,_
TP1,LST_QST1.1,59,88,,_
TP1,LST_ROS1.1,59,758,,_
TP1,LST_ROS1.2,59,58,,_
TP1,LTN_T2.T2,372,370,,_
TP1,LTN_T3.T3,371,370,,_
TP1,LTN_TWF1.1,370,407,,_
TP1,MAH_WPI1.1,700,730,,_
TP1,MAN_NMA1.1,709,712,,_
TP1,MAN_NMA2.1,709,712,,_
TP1,MAN_NMA3.1,709,712,,_
TP1,MAN_T1.T1,709,708,,_
TP1,MAN_T2.T2,709,707,,_
TP1,MAN_T3.T3,709,706,,_
TP1,MAN_T4.T4,709,705,,_
TP1,MAN_T5.T5,709,704,,_
TP1,MAN_T6.T6,709,702,,_
TP1,MAN_T7.T7,709,703,,_
TP1,MAN_T8.T8,709,701,,_
TP1,MAN_T9.T9,709,701,,_
TP1,MAT_T1.T1,197,196,,_
TP1,MAT_T2.T2,197,195,,_
TP1,MCH_MXT1.MXT1,5109,5108,,_
TP1,MCH_T1.T1,503,504,,_
TP1,MCK_WIL1.1,482,475,,_
TP1,MCK_WIL2.1,482,475,,_
TP1,MDN_MPE1.1,25,27,,_
TP1,MDN_MPE2.1,25,27,,_
TP1,MDN_T5.L5,21,24,,_
TP1,MDN_T5.M5,25,24,,_
TP1,MDN_T5.T5,26,24,,_
TP1,MDN_T6.L6,755,23,,_
TP1,MDN_T6.M6,25,23,,_
TP1,MDN_T6.T6,26,23,,_
TP1,MGM_MST1.1,455,461,,_
TP1,MGM_T2.T2,455,454,,_
TP1,MGM_T3.T3,455,454,,_
TP1,MGM_WDV1.1,455,410,,_
TP1,MHO_PRM1.1,5065,5093,,_
TP1,MHO_PRM2.1,5064,5092,,_
TP1,MHO_T1.T1,374,373,,_
TP1,MHO_T3.T3,376,374,,_
TP1,MHO_T4.T4,375,374,,_
TP1,MKE_T1.T1,327,325,,_
TP1,MKE_T2.T2,327,326,,_
TP1,MLG_T1.T1,458,456,,_
TP1,MLG_T2.T2,459,456,,_
TP1,MLG_T3.T3,458,457,,_
TP1,MLG_T4.T4,459,457,,_
TP1,MNG_OTA1.1,62,70,,_
TP1,MNG_OTA2.1,62,70,,_
