i_TradePeriodNodeDemand,,
-,,
TP1,BOB1101,28.617
TP1,CPK0331,66.872
TP1,HAM0331,58.74
TP1,HIN0331,17.445
TP1,ISL0331,40.287
TP1,KAW0111,13.566
TP1,KAW0113,0
TP1,KIN0331,7.833
TP1,KPU0661,16.96
TP1,MPE1101,51.312
TP1,PEN0331,114.246
TP1,PRM0331,26.434
TP1,WGN0331,12.469
TP1,WHI0111,66.679
TP1,WHU0331,11.149
TP1,WKO0331,14.302
TP1,KAW0112_DLS0,0
TP1,KAW0113_DLS1,68.733
TP1,ABY0111,2.522
TP1,ALB0331,53.652
TP1,ALB1101,26.564
TP1,APS0111,0.176
TP1,ARG1101,0
TP1,ASB0331,15.876
TP1,ASB0661,24.067
TP1,ASY0111,10.5
TP1,ATU1101,0.159
TP1,BAL0331,14.316
TP1,BDE0111,7.223
TP1,BLN0331,34.637
TP1,BOB0331,5.526
TP1,BPD1101,0.659
TP1,BPE0331,26.091
TP1,BPE0551,0.214
TP1,BPT1101,0.105
TP1,BRB0331,46.408
TP1,BRK0331,13.421
TP1,BRY0661,91.134
TP1,BWK1101,0
TP1,CBG0111,19.295
TP1,CLH0111,0.229
TP1,CML0331,12.503
TP1,COL0111,0.156
TP1,COL0661,0
TP1,CPK0111,9.024
TP1,CST0331,17.198
TP1,CUL0331,4.042
TP1,CUL0661,0.002
TP1,CYD0331,-8.315
TP1,CYD2201,0
TP1,DOB0331,-0.636
TP1,DVK0111,5.793
TP1,EDG0331,20.326
TP1,EDN0331,4.876
TP1,FHL0331,25.016
TP1,FKN0331,33.124
TP1,GFD0331,27.233
TP1,GLN0331,94.282
TP1,GLN0332,39.519
TP1,GOR0331,16.156
TP1,GYM0661,6.281
TP1,GYT0331,1.19
TP1,HAM0111,15.397
TP1,HAM0551,0.157
TP1,HAY0111,7.816
TP1,HAY0331,6.979
TP1,HEN0331,45.1
TP1,HEP0331,60.071
TP1,HKK0661,-4.053
TP1,HLY0331,13.828
TP1,HOB1101,19.146
TP1,HOR0331,5.374
TP1,HOR0661,4.849
TP1,HTI0331,13.084
TP1,HUI0331,16.838
TP1,HWA0331,16.859
TP1,HWA0332,5.486
TP1,HWA1101,0
TP1,HWA1102,0
TP1,HWB0331,3.415
TP1,HWB0332,22.177
TP1,HWB1101,4.077
TP1,INV0331,46.453
TP1,ISL0661,267.624
TP1,KAI0111,17.537
TP1,KAW0112,40.049
TP1,KAW1101,0
TP1,KBY0661,0.852
TP1,KBY0662,1.005
TP1,KIK0111,0.981
TP1,KIN0111,36.685
TP1,KIN0112,-12.813
TP1,KIN0113,17.399
TP1,KMO0331,7.76
TP1,KOE1101,6.659
TP1,KPA1101,0
TP1,KUM0661,-1.46
TP1,KWA0111,13.213
TP1,LFD1101,1.032
TP1,LFD1102,1.004
TP1,LTN0331,7.919
TP1,MAN2201,0.947
TP1,MAT1101,0.184
TP1,MCH0111,0.873
TP1,MER0331,0
TP1,MGM0331,3.948
TP1,MHO0331,15.908
TP1,MKE1101,0.177
TP1,MLG0111,10.611
TP1,MLG0331,15.546
