-,,,,
42605,TP1,NI,33.247,171
42605,TP1,SI,69.212,79.45
42605,TP2,NI,27.449,151
42605,TP2,SI,74.774,79.45
42605,TP3,NI,8.955,133
42605,TP3,SI,75.39,79.45
42605,TP4,NI,34.041,141.19
42605,TP4,SI,75.954,79.45
42605,TP5,NI,33.295,133
42605,TP5,SI,78.819,79.45
42605,TP6,NI,38.31,133
42605,TP6,SI,81.032,79.45
42605,TP7,NI,41.773,133
42605,TP7,SI,81.815,79.45
42605,TP8,NI,41.943,133
42605,TP8,SI,82.885,79.45
42605,TP9,NI,42.364,145.579
42605,TP9,SI,81.613,79.45
42605,TP10,NI,32.694,133
42605,TP10,SI,76.112,79.45
42605,TP11,NI,67.277,171
42605,TP11,SI,69.953,79.45
42605,TP12,NI,97.79,223.771
42605,TP12,SI,69.255,79.45
42605,TP13,NI,171.19,291
42605,TP13,SI,59.809,79.45
42605,TP14,NI,198.574,336
42605,TP14,SI,29.318,79.45
42605,TP15,NI,226.096,336
42605,TP15,SI,12.716,79.45
42605,TP16,NI,205.662,336
42605,TP16,SI,9.939,79.45
42605,TP17,NI,210.881,336
42605,TP17,SI,10.137,79.45
42605,TP18,NI,210.946,336
42605,TP18,SI,12.44,79.45
42605,TP19,NI,209.07,336
42605,TP19,SI,12.927,79.45
42605,TP20,NI,207.913,334
42605,TP20,SI,14.802,79.45
42605,TP21,NI,201.466,333
42605,TP21,SI,17.261,79.45
42605,TP22,NI,202.766,332
42605,TP22,SI,24.851,79.45
42605,TP23,NI,213.495,331
42605,TP23,SI,22.408,79.45
42605,TP24,NI,221.191,331
42605,TP24,SI,27.68,79.45
42605,TP25,NI,196.299,330
42605,TP25,SI,31.725,79.45
42605,TP26,NI,201.37,329
42605,TP26,SI,32.715,79.45
42605,TP27,NI,193.41,329
42605,TP27,SI,31.927,79.45
42605,TP28,NI,201.472,328
42605,TP28,SI,37.177,79.45
42605,TP29,NI,195.766,328
42605,TP29,SI,39.745,79.45
42605,TP30,NI,214.401,328
42605,TP30,SI,40.16,79.45
42605,TP31,NI,216.818,328
42605,TP31,SI,37.322,79.45
42605,TP32,NI,224.307,329
42605,TP32,SI,31.365,79.45
42605,TP33,NI,214.35,329
42605,TP33,SI,28.524,79.45
42605,TP34,NI,169.843,298.106
42605,TP34,SI,29.405,79.45
42605,TP35,NI,213.639,319.669
42605,TP35,SI,25.151,79.45
42605,TP36,NI,199.124,332
42605,TP36,SI,13.303,79.45
42605,TP37,NI,180.487,333
42605,TP37,SI,12.075,79.45
42605,TP38,NI,178.872,334
42605,TP38,SI,11.175,79.45
42605,TP39,NI,220.688,335
42605,TP39,SI,12.289,79.45
42605,TP40,NI,206.901,335
42605,TP40,SI,12.734,79.45
42605,TP41,NI,186.019,336
42605,TP41,SI,13.223,79.45
42605,TP42,NI,203.232,336
42605,TP42,SI,24.058,79.45
42605,TP43,NI,207.902,336
42605,TP43,SI,23.533,79.45
42605,TP44,NI,188.485,336
42605,TP44,SI,32.793,79.45
42605,TP45,NI,220.451,336
42605,TP45,SI,53.832,79.45
42605,TP46,NI,231.926,336
42605,TP46,SI,58.265,79.45
42605,TP47,NI,180.728,291
42605,TP47,SI,62.512,79.45
42605,TP48,NI,71.512,201
42605,TP48,SI,65.814,79.45
