i_TradePeriodNode(,,,
-,,,
TP1,ARA2201_ARA0,,_
TP1,ARG1101_BRR0,,_
TP1,ARI1101_ARI0,,_
TP1,ARI1102_ARI0,,_
TP1,ASB0661_HBK0,,_
TP1,ATI2201_ATI0,,_
TP1,AVI2201_AVI0,,_
TP1,BEN2202_BEN0,,_
TP1,BOB1101,,_
TP1,BPE0331_TWF0,,_
TP1,BWK1101_WPI0,,_
TP1,COL0661_COL0,,_
TP1,CPK0331,,_
TP1,CYD2201_CYD0,,_
TP1,GLN0332_GLN0,,_
TP1,HAM0331,,_
TP1,HIN0331,,_
TP1,HLY2201_HLY1,,_
TP1,HLY2201_HLY2,,_
TP1,HLY2201_HLY5,,_
TP1,HLY2201_HLY6,,_
TP1,HWA1101_PTA1,,_
TP1,HWA1101_PTA2,,_
TP1,HWA1101_PTA3,,_
TP1,HWA1102_WAA0,,_
TP1,HWA1102_WAA1,,_
TP1,HWB0331_MAH0,,_
TP1,HWB0331_WPI0,,_
TP1,ISL0331,,_
TP1,KAW0111,,_
TP1,KAW0112_ONU0,,_
TP1,KAW0113,,_
TP1,KAW1101_KAG0,,_
TP1,KIN0112_KIN0,,_
TP1,KIN0331,,_
TP1,KPA1101_KPI1,,_
TP1,KPO1101_KPO0,,_
TP1,KPU0661,,_
TP1,KUM0661_KUM0,,_
TP1,LTN0331_TWF0,,_
TP1,MAN2201_MAN0,,_
TP1,MAT1101_ANI0,,_
TP1,MAT1101_MAT0,,_
TP1,MHO0331_MHO0,,_
TP1,MKE1101_MKE1,,_
TP1,MPE1101,,_
TP1,MTI2201_MTI0,,_
TP1,NAP2201_NAP0,,_
TP1,NAP2202_NTM0,,_
TP1,NMA0331_WHL0,,_
TP1,NSY0331_PAE0,,_
TP1,OHA2201_OHA0,,_
TP1,OHB2201_OHB0,,_
TP1,OHC2201_OHC0,,_
TP1,OHK2201_OHK0,,_
TP1,OKI2201_OKI0,,_
TP1,PEN0331,,_
TP1,PPI2201_PPI0,,_
TP1,PRM0331,,_
TP1,ROT1101_WHE0,,_
TP1,ROX1101_ROX0,,_
TP1,ROX2201_ROX0,,_
TP1,RPO2201_RPO0,,_
TP1,SFD2201_SFD21,,_
TP1,SFD2201_SFD22,,_
TP1,SFD2201_SPL0,,_
TP1,STK0661_COB0,,_
TP1,TGA0331_KMI0,,_
TP1,THI2201_THI1,,_
TP1,THI2201_THI2,,_
TP1,TKA0111_TKA1,,_
TP1,TKB2201_TKB1,,_
TP1,TKU2201_TKU0,,_
TP1,TUI1101_KTW0,,_
TP1,TUI1101_PRI0,,_
TP1,TUI1101_TUI0,,_
TP1,TWC2201_NZW0,,_
TP1,TWC2201_TWF0,,_
TP1,TWH0331_TRC1,,_
TP1,TWH0331_TUK0,,_
TP1,WDV1101_TAP0,,_
TP1,WGN0331,,_
TP1,WHI0111,,_
TP1,WHI2201_WHI0,,_
TP1,WHU0331,,_
TP1,WIL0331_MCK0,,_
TP1,WKM2201_MOK0,,_
TP1,WKM2201_WKM0,,_
TP1,WKO0331,,_
TP1,WPA2201_WPA0,,_
TP1,WRK0331_RKA0,,_
TP1,WRK0331_TAA0,,_
TP1,WRK2201_WRK0,,_
TP1,WTK0111_WTK0,,_
TP1,WWD1102_WWD0,,_
TP1,WWD1103_WWD0,,_
TP1,KAW0112_DLS0,,_
TP1,KAW0113_DLS1,,_
TP1,ABY0111,,_
TP1,ALB0331,,_
